toilet_id,toilet_lat,toilet_long,borehole_id,borehole_type,distance_m,surviving_fio_load,Q_L_per_day,concentration_CFU_per_L
19516,-5.910131999999996,39.301545,privbh_10243,private,8.300495520927612,126941933884.74606,2000.0,63470966.94237303
19052,-5.900460000000008,39.294992,privbh_10250,private,4.7191595689775685,101917896516.49255,2000.0,50958948.25824628
19059,-5.900518000000006,39.294951,privbh_10250,private,3.2041558228836124,102072419533.42825,2000.0,51036209.766714126
16977,-5.908035000000008,39.297006,privbh_10054,private,6.841653936054393,12712725720.25753,2000.0,6356362.860128765
17150,-5.911221000000008,39.294766,privbh_10050,private,6.376985538256578,12718634294.807228,2000.0,6359317.147403614
17201,-5.907441000000008,39.290532,privbh_10047,private,7.66807507618403,101617791959.96179,2000.0,50808895.97998089
25964,-5.929470999999998,39.286561,privbh_8648,private,7.308012966018089,127067984080.5765,2000.0,63533992.040288255
25796,-5.929022000000002,39.291721,privbh_8653,private,6.240165576259266,101762996615.34444,2000.0,50881498.30767222
25635,-5.927586000000006,39.29594,privbh_8657,private,6.126008360087735,101774614258.8536,2000.0,50887307.12942681
25651,-5.926515000000006,39.294425,privbh_8658,private,7.860891740212145,101598200245.1754,2000.0,50799100.1225877
26108,-5.932297,39.302366,privbh_8923,private,9.515577084397464,101430226202.65314,2000.0,50715113.10132657
26739,-5.942527000000004,39.30097,privbh_9220,private,6.901085838523272,12711970201.2336,2000.0,6355985.100616801
26816,-5.941086999999998,39.301045,privbh_9217,private,8.003346209570323,101583728158.30293,2000.0,50791864.07915147
26718,-5.943912,39.301466,privbh_9221,private,3.5501443904143617,102037109751.95207,2000.0,51018554.87597603
26648,-5.945132000000006,39.303242,privbh_9227,private,5.108880746728739,25469546173.15006,2000.0,12734773.08657503
26571,-5.944342999999998,39.304555,privbh_9235,private,9.322001202045884,101449862548.68762,2000.0,50724931.27434381
26722,-5.942602999999994,39.297965,privbh_9213,private,3.516694800018492,12755065363.570309,2000.0,6377532.681785154
26725,-5.942596000000002,39.29788,privbh_9213,private,7.808803517013788,101603492452.73598,2000.0,50801746.22636799
22111,-5.950782999999992,39.305493,privbh_7492,private,6.712760122863391,127143644175.58371,2000.0,63571822.08779185
22584,-5.960738000000004,39.306478000000006,privbh_7480,private,2.4577998292494385,102148630332.18724,2000.0,51074315.16609362
22598,-5.960545000000006,39.306377,privbh_7482,private,9.434227318040103,101438477863.48708,2000.0,50719238.93174354
22564,-5.959182999999998,39.304808,privbh_7483,private,9.917574218043267,12673682467.125597,2000.0,6336841.233562798
22643,-5.959173999999996,39.306721,privbh_7475,private,9.462891599121058,101435570244.11778,2000.0,50717785.12205889
22424,-5.959872000000008,39.307631,privbh_7479,private,3.583088693966766,102033748265.80602,2000.0,51016874.13290301
22488,-5.959907000000004,39.30764800000001,privbh_7479,private,0.8259898622312046,102315453560.1655,2000.0,51157726.78008275
22398,-5.957992000000006,39.307362,privbh_7474,private,7.678242289994726,101616758795.39616,2000.0,50808379.39769808
22399,-5.958015999999994,39.307437,privbh_7474,private,6.921201684371957,101693715934.18013,2000.0,50846857.96709006
22310,-5.957941999999998,39.304659,privbh_7485,private,6.722359734401741,101713938921.47868,2000.0,50856969.460739344
22227,-5.956950000000002,39.30660600000001,privbh_7473,private,5.594560583100813,12728589565.793337,2000.0,6364294.782896669
22221,-5.956844999999998,39.306559,privbh_7473,private,8.286903837708163,101554927400.81918,2000.0,50777463.70040959
23097,-5.962994999999994,39.309856,privbh_7657,private,4.782236708349373,101911468029.8769,2000.0,50955734.01493845
23051,-5.962683999999994,39.308385,privbh_7655,private,9.418886551570202,12680004252.427914,2000.0,6340002.126213957
23052,-5.962655999999994,39.308437,privbh_7655,private,3.254184883088844,102067313073.94287,2000.0,51033656.536971435
23053,-5.962630000000002,39.308534,privbh_7655,private,9.212432478498586,12682622361.202705,2000.0,6341311.180601353
23479,-5.968191999999998,39.30909,privbh_7687,private,3.30988982936385,102061627578.10825,2000.0,51030813.789054126
23485,-5.968004999999998,39.309064,privbh_7694,private,4.1455449870041745,101976374878.51561,2000.0,50988187.43925781
23571,-5.968137999999998,39.309047,privbh_7687,private,6.660732760088264,101720207436.93274,2000.0,50860103.71846637
23447,-5.971067999999998,39.309984,privbh_7671,private,5.8304994861735,101804694004.70332,2000.0,50902347.002351664
23379,-5.971799999999992,39.309458,privbh_7669,private,6.876133792504146,12712287394.856354,2000.0,6356143.697428177
23809,-5.973944999999998,39.301099,privbh_12584,private,7.255201184530562,127074694944.39061,2000.0,63537347.472195305
23875,-5.973980000000004,39.300996,privbh_8086,private,9.836923819942616,126747046458.8098,2000.0,63373523.2294049
23875,-5.973980000000004,39.300996,privbh_12584,private,4.801907401271187,127386829225.50072,2000.0,63693414.61275036
23947,-5.972552999999996,39.302103,privbh_8090,private,9.851194725287218,101396190141.29088,2000.0,50698095.07064544
23775,-5.972503999999998,39.304131,privbh_8093,private,3.425631084221249,12756226940.105488,2000.0,6378113.470052744
23780,-5.972529,39.304063,privbh_8093,private,6.813948159630068,25426155882.146667,2000.0,12713077.941073334
23633,-5.972859000000008,39.305518,privbh_8081,private,5.375614441720891,101851013971.79257,2000.0,50925506.98589629
23651,-5.972667,39.307149,privbh_8077,private,7.977083537906855,101586396053.43478,2000.0,50793198.026717395
23695,-5.971545000000004,39.306728,privbh_8097,private,8.55259147995719,101527949095.65913,2000.0,50763974.54782957
23717,-5.971542999999992,39.306787,privbh_8097,private,3.1118852383424733,12760229781.221582,2000.0,6380114.890610791
24256,-5.968191999999998,39.307643,privbh_7729,private,2.5583439812255824,127672950501.34296,2000.0,63836475.250671476
23211,-5.966611,39.30816,privbh_7721,private,6.135018720817754,101773697236.99734,2000.0,50886848.618498676
24168,-5.966199999999998,39.30723,privbh_7720,private,2.897396165623195,127629670046.16803,2000.0,63814835.023084015
24047,-5.966190000000002,39.305084,privbh_7726,private,7.825606040644367,12700223158.999447,2000.0,6350111.579499723
24054,-5.966191000000008,39.305072,privbh_7726,private,8.747727754487153,12688517405.348152,2000.0,6344258.702674076
24508,-5.936711999999996,39.340093,privbh_16919,private,8.680543529816319,101514959217.51285,2000.0,50757479.60875642
17637,-5.893228000000002,39.292673,privbh_10659,private,3.069490454869633,102086166078.93982,2000.0,51043083.03946991
17611,-5.890004000000004,39.290098,privbh_11173,private,8.615695308377806,101521542495.52213,2000.0,50760771.24776106
17510,-5.895025000000006,39.291306,privbh_10647,private,2.5920087773107983,12766865248.984495,2000.0,6383432.624492248
45579,-5.986489000000002,39.309708,privbh_16566,private,9.18146221384563,101464121211.64883,2000.0,50732060.60582442
200,-5.761401999999992,39.300028,privbh_16665,private,8.916920083770888,126863707871.33975,2000.0,63431853.93566988
256,-5.761401999999992,39.300028,privbh_16665,private,8.916920083770888,12686370787.133974,2000.0,6343185.3935669875
