borehole_id,borehole_type,total_surviving_fio_load,Q_L_per_day,concentration_CFU_per_L
privbh_14323,private,101951153526.32121,2000.0,50975576.76316061
privbh_14332,private,101389726257.57433,2000.0,50694863.12878716
privbh_14334,private,12734628525.823046,2000.0,6367314.262911523
privbh_14351,private,12694218328.317675,2000.0,6347109.164158837
privbh_1437,private,12737410133.926294,2000.0,6368705.066963147
privbh_14370,private,101675702555.96153,2000.0,50837851.27798077
privbh_14376,private,101886900966.50766,2000.0,50943450.48325383
privbh_1438,private,12783221935.51767,2000.0,6391610.967758835
privbh_14388,private,101476624587.05655,2000.0,50738312.29352827
privbh_14393,private,12751864387.925535,2000.0,6375932.193962768
privbh_14399,private,12711199950.789206,2000.0,6355599.975394603
privbh_144,private,228957344355.27985,2000.0,114478672.17763992
privbh_14410,private,12686557696.281708,2000.0,6343278.848140853
privbh_14411,private,12713314464.63411,2000.0,6356657.232317055
privbh_14414,private,12714810385.02858,2000.0,6357405.19251429
privbh_14417,private,12708186306.544336,2000.0,6354093.153272168
privbh_14421,private,203480917286.10605,2000.0,101740458.64305303
privbh_14425,private,12727472253.972614,2000.0,6363736.126986307
privbh_14428,private,38162576468.622116,2000.0,19081288.23431106
privbh_14432,private,101615096781.59111,2000.0,50807548.39079556
privbh_14433,private,12761698228.160982,2000.0,6380849.1140804915
privbh_14439,private,12742762758.581833,2000.0,6371381.379290916
privbh_1444,private,12717458216.25132,2000.0,6358729.10812566
privbh_14441,private,38089545879.622505,2000.0,19044772.939811252
privbh_14443,private,12703634137.613031,2000.0,6351817.068806516
privbh_14445,private,203024281525.79834,2000.0,101512140.76289918
privbh_14446,private,12711979742.827034,2000.0,6355989.871413517
privbh_14447,private,101647096167.35715,2000.0,50823548.08367857
privbh_1445,private,12690834029.245245,2000.0,6345417.014622622
privbh_14452,private,126769817697.37897,2000.0,63384908.84868948
privbh_14459,private,101476027891.01653,2000.0,50738013.945508264
privbh_1446,private,12691881054.308142,2000.0,6345940.527154071
privbh_14460,private,12681449534.745632,2000.0,6340724.767372816
privbh_14466,private,12720166879.878262,2000.0,6360083.439939131
privbh_14467,private,126906082577.20575,2000.0,63453041.28860287
privbh_14468,private,101419956606.07089,2000.0,50709978.303035446
privbh_1448,private,12710515006.303436,2000.0,6355257.5031517185
privbh_1449,private,12733330548.518528,2000.0,6366665.274259264
privbh_14493,private,12716370120.392729,2000.0,6358185.060196364
privbh_145,private,355914429248.1594,2000.0,177957214.6240797
privbh_1450,private,101637254541.27843,2000.0,50818627.27063921
privbh_1451,private,12696081269.623514,2000.0,6348040.634811757
privbh_14510,private,12698791365.109621,2000.0,6349395.68255481
privbh_14512,private,12746751013.252586,2000.0,6373375.506626293
privbh_14516,private,12719258790.97352,2000.0,6359629.39548676
privbh_14517,private,215542734493.33276,2000.0,107771367.24666639
privbh_14518,private,12747465254.381062,2000.0,6373732.627190531
privbh_1452,private,12708626868.25902,2000.0,6354313.43412951
privbh_14520,private,12699249706.216648,2000.0,6349624.853108324
privbh_14524,private,12732680358.529657,2000.0,6366340.179264829
privbh_14531,private,12703936738.427458,2000.0,6351968.369213729
privbh_14536,private,126929533160.96722,2000.0,63464766.580483615
privbh_14537,private,101869450987.09352,2000.0,50934725.49354676
privbh_14543,private,127583294147.09659,2000.0,63791647.073548295
privbh_14544,private,101522247559.89404,2000.0,50761123.77994702
privbh_14566,private,101646288523.00417,2000.0,50823144.26150208
privbh_14572,private,114137648861.86751,2000.0,57068824.43093375
privbh_14576,private,12685415532.927906,2000.0,6342707.766463953
privbh_146,private,127299112183.65692,2000.0,63649556.09182846
privbh_1462,private,127303089024.00784,2000.0,63651544.51200392
privbh_14630,private,25453641541.644203,2000.0,12726820.770822102
privbh_14637,private,12720392779.405165,2000.0,6360196.389702583
privbh_14638,private,12745170062.12786,2000.0,6372585.031063929
privbh_1464,private,127620283465.00613,2000.0,63810141.732503064
privbh_14640,private,25445092431.176445,2000.0,12722546.215588223
privbh_14641,private,25454325237.542427,2000.0,12727162.618771214
privbh_14642,private,25461432143.00315,2000.0,12730716.071501575
privbh_14643,private,25392700709.89292,2000.0,12696350.35494646
privbh_14645,private,38160718292.44215,2000.0,19080359.14622107
privbh_14646,private,63652620155.25064,2000.0,31826310.07762532
privbh_14647,private,25422620272.961216,2000.0,12711310.136480607
privbh_14648,private,12682532876.525747,2000.0,6341266.438262873
privbh_14658,private,12677428994.548206,2000.0,6338714.497274104
privbh_14665,private,114098887404.61334,2000.0,57049443.70230667
privbh_14666,private,12675125820.707493,2000.0,6337562.910353746
privbh_1470,private,127140981465.99747,2000.0,63570490.732998736
privbh_14701,private,12701282418.352137,2000.0,6350641.209176068
privbh_14702,private,101975071403.12337,2000.0,50987535.70156168
privbh_14721,private,126921300768.05351,2000.0,63460650.38402676
privbh_14735,private,101493427306.42845,2000.0,50746713.65321422
privbh_1474,private,126926322531.66231,2000.0,63463161.26583116
privbh_14740,private,12737751287.345522,2000.0,6368875.643672761
privbh_14742,private,12760768128.340588,2000.0,6380384.0641702935
privbh_14756,private,12696824015.357075,2000.0,6348412.007678538
privbh_14762,private,25445594207.168568,2000.0,12722797.103584284
privbh_1477,private,203593114690.6431,2000.0,101796557.34532155
privbh_1478,private,101909134360.63658,2000.0,50954567.18031829
privbh_14784,private,126945103574.51297,2000.0,63472551.78725649
privbh_14786,private,101552768106.19595,2000.0,50776384.05309798
privbh_14789,private,12719111061.90741,2000.0,6359555.530953704
privbh_14794,private,12706089628.55502,2000.0,6353044.814277509
privbh_14799,private,203128119668.59192,2000.0,101564059.83429596
privbh_148,private,431879766183.1096,2000.0,215939883.09155482
privbh_1481,private,101491393940.5134,2000.0,50745696.9702567
privbh_14824,private,101476851470.23203,2000.0,50738425.73511601
privbh_14830,private,114694106458.65372,2000.0,57347053.22932686
privbh_14831,private,101414777688.61827,2000.0,50707388.844309136
privbh_14832,private,304601499627.8561,2000.0,152300749.81392804
privbh_14833,private,101985939538.0879,2000.0,50992969.76904395
privbh_14838,private,203369887845.93292,2000.0,101684943.92296647
privbh_14842,private,255247294721.83362,2000.0,127623647.36091681
privbh_14845,private,202961095628.65814,2000.0,101480547.81432907
privbh_1485,private,12700334985.895744,2000.0,6350167.492947872
privbh_14854,private,101467041446.45,2000.0,50733520.723225
privbh_14857,private,203667325262.14767,2000.0,101833662.63107383
privbh_14862,private,228782342379.7083,2000.0,114391171.18985416
privbh_14863,private,126835834193.75221,2000.0,63417917.09687611
privbh_14864,private,101600113517.9012,2000.0,50800056.7589506
privbh_1487,private,12685344952.45438,2000.0,6342672.47622719
privbh_1488,private,12731493879.509901,2000.0,6365746.939754951
privbh_14880,private,12731190816.761202,2000.0,6365595.408380601
privbh_14881,private,101472900231.95418,2000.0,50736450.115977086
privbh_14883,private,114173787011.93858,2000.0,57086893.50596929
privbh_1489,private,12690998718.455225,2000.0,6345499.359227613
privbh_149,private,101416529982.41693,2000.0,50708264.991208464
privbh_14904,private,12679780412.83018,2000.0,6339890.20641509
privbh_14914,private,101582607363.468,2000.0,50791303.681734
privbh_14916,private,101474218469.28879,2000.0,50737109.23464439
privbh_14925,private,12716537911.621855,2000.0,6358268.955810928
privbh_1493,private,139499274688.38373,2000.0,69749637.34419186
privbh_14930,private,101676185423.1114,2000.0,50838092.711555704
privbh_14936,private,12688454146.477032,2000.0,6344227.073238516
privbh_14937,private,12701188910.252607,2000.0,6350594.455126303
privbh_1495,private,12760466678.547646,2000.0,6380233.3392738225
privbh_14952,private,12693183274.886229,2000.0,6346591.637443114
privbh_14968,private,101658994819.40228,2000.0,50829497.40970114
privbh_14974,private,101474544518.0255,2000.0,50737272.25901275
privbh_1498,private,127731058297.18138,2000.0,63865529.14859069
privbh_14980,private,25462046634.467194,2000.0,12731023.317233596
privbh_150,private,12715287910.364378,2000.0,6357643.955182189
privbh_15000,private,101982895530.91243,2000.0,50991447.765456215
privbh_15001,private,25494201479.927628,2000.0,12747100.739963815
privbh_15021,private,101874027672.82777,2000.0,50937013.83641389
privbh_15029,private,12690504645.780361,2000.0,6345252.32289018
privbh_15039,private,12673989184.277056,2000.0,6336994.592138528
privbh_15042,private,12677331608.36686,2000.0,6338665.80418343
privbh_15060,private,12750938666.324131,2000.0,6375469.333162066
privbh_15077,private,12721962061.116175,2000.0,6360981.030558087
privbh_15080,private,12716518361.097778,2000.0,6358259.18054889
privbh_151,private,101411430719.34668,2000.0,50705715.359673336
privbh_1512,private,101578989767.02118,2000.0,50789494.88351059
privbh_15122,private,101733153988.25984,2000.0,50866576.99412992
privbh_15126,private,12689460820.891241,2000.0,6344730.41044562
privbh_15127,private,101592826059.79059,2000.0,50796413.02989529
privbh_15130,private,25416566817.618706,2000.0,12708283.408809353
privbh_1514,private,140014691897.19473,2000.0,70007345.94859737
privbh_15140,private,12773605613.144165,2000.0,6386802.806572082
privbh_15143,private,101518052771.94382,2000.0,50759026.38597191
privbh_15144,private,101510119182.96628,2000.0,50755059.59148314
privbh_15145,private,101651685220.25597,2000.0,50825842.610127985
privbh_15146,private,101745568751.23488,2000.0,50872784.37561744
privbh_15148,private,101777208957.14938,2000.0,50888604.47857469
privbh_15149,private,12743873345.150852,2000.0,6371936.672575426
privbh_15151,private,12731383203.033037,2000.0,6365691.601516519
privbh_15154,private,139615001854.18707,2000.0,69807500.92709354
privbh_15158,private,101637501032.48984,2000.0,50818750.51624492
privbh_15159,private,12701097271.937483,2000.0,6350548.635968741
privbh_15160,private,203620556068.5644,2000.0,101810278.0342822
privbh_15164,private,25381437349.047455,2000.0,12690718.674523728
privbh_1517,private,203604018304.54047,2000.0,101802009.15227023
privbh_15174,private,101635159749.49808,2000.0,50817579.87474904
privbh_15177,private,101452845145.45145,2000.0,50726422.57272572
privbh_15181,private,101668430837.28632,2000.0,50834215.41864316
privbh_1519,private,203281803429.3463,2000.0,101640901.71467316
privbh_15196,private,203057057195.92798,2000.0,101528528.59796399
privbh_15198,private,101722993904.43654,2000.0,50861496.95221827
privbh_1521,private,126853119193.2136,2000.0,63426559.5966068
privbh_15219,private,12737958100.236057,2000.0,6368979.050118028
privbh_1525,private,12720436912.27407,2000.0,6360218.456137035
privbh_15283,private,25466188718.490067,2000.0,12733094.359245034
privbh_15295,private,101829844261.72945,2000.0,50914922.130864725
privbh_153,private,152266507794.53052,2000.0,76133253.89726526
privbh_1530,private,102163475785.8957,2000.0,51081737.89294785
privbh_15308,private,12776133452.378279,2000.0,6388066.726189139
privbh_15311,private,101408734245.6402,2000.0,50704367.1228201
privbh_15323,private,101778305996.88275,2000.0,50889152.998441376
privbh_1534,private,203968123170.2483,2000.0,101984061.58512415
privbh_15344,private,12692442384.368343,2000.0,6346221.192184172
privbh_15351,private,12686311864.41801,2000.0,6343155.932209006
privbh_15352,private,101565633599.82762,2000.0,50782816.79991381
privbh_15356,private,127156855281.75034,2000.0,63578427.64087517
privbh_1536,private,12782137433.115576,2000.0,6391068.716557788
privbh_15366,private,12700642157.9722,2000.0,6350321.0789861
privbh_15373,private,101886041888.7175,2000.0,50943020.94435875
privbh_15374,private,12686673839.743591,2000.0,6343336.919871796
privbh_1538,private,12711070031.829842,2000.0,6355535.015914921
privbh_15389,private,12721514408.859594,2000.0,6360757.204429797
privbh_1539,private,12685494668.83299,2000.0,6342747.334416496
privbh_15393,private,12713184453.608068,2000.0,6356592.226804034
privbh_154,private,101703332814.94748,2000.0,50851666.40747374
privbh_15400,private,102129541882.13739,2000.0,51064770.941068694
privbh_15402,private,102056774430.72401,2000.0,51028387.215362005
privbh_15404,private,216908739362.47717,2000.0,108454369.68123859
privbh_15406,private,228611407789.43073,2000.0,114305703.89471537
privbh_1541,private,12727375646.244957,2000.0,6363687.823122478
privbh_15420,private,25467616522.883965,2000.0,12733808.261441981
privbh_15424,private,101446698928.87949,2000.0,50723349.46443974
privbh_15425,private,101466608225.46939,2000.0,50733304.1127347
privbh_15427,private,102161691671.0659,2000.0,51080845.83553295
privbh_15435,private,12727823587.859035,2000.0,6363911.793929518
privbh_1544,private,12716738432.435284,2000.0,6358369.216217642
privbh_15445,private,101705454303.32883,2000.0,50852727.15166441
privbh_15448,private,101539813487.18697,2000.0,50769906.743593484
privbh_15464,private,101604734466.52037,2000.0,50802367.233260185
privbh_15467,private,12674636003.00864,2000.0,6337318.00150432
privbh_15468,private,101587532728.09094,2000.0,50793766.36404547
privbh_1547,private,12678448931.405611,2000.0,6339224.465702806
privbh_15487,private,101627401340.86008,2000.0,50813700.67043004
privbh_15492,private,101543816923.09735,2000.0,50771908.46154868
privbh_155,private,203193436394.1034,2000.0,101596718.1970517
privbh_15504,private,12729551847.054304,2000.0,6364775.923527152
privbh_15506,private,12676485525.253601,2000.0,6338242.762626801
privbh_15509,private,101618137724.89655,2000.0,50809068.862448275
privbh_1552,private,102113201824.50696,2000.0,51056600.91225348
privbh_15541,private,114368563313.16263,2000.0,57184281.65658131
privbh_15546,private,101924922105.13252,2000.0,50962461.05256626
privbh_15547,private,12675756056.863798,2000.0,6337878.028431899
privbh_1556,private,101392183854.64835,2000.0,50696091.927324176
privbh_15567,private,12790013578.936844,2000.0,6395006.789468422
privbh_15568,private,12774022930.256172,2000.0,6387011.4651280865
privbh_15570,private,127014406908.98552,2000.0,63507203.45449276
privbh_15572,private,25363732435.330196,2000.0,12681866.217665099
privbh_15588,private,12724292007.7274,2000.0,6362146.0038637
privbh_15589,private,101450491199.05081,2000.0,50725245.59952541
privbh_156,private,330377265636.68115,2000.0,165188632.81834057
privbh_15616,private,101917730227.80522,2000.0,50958865.11390261
privbh_15618,private,102245244538.37733,2000.0,51122622.269188665
privbh_15624,private,12682424938.590971,2000.0,6341212.469295486
privbh_15625,private,203421568019.2021,2000.0,101710784.00960104
privbh_15639,private,101569534418.99632,2000.0,50784767.20949816
privbh_15642,private,12686108982.15232,2000.0,6343054.49107616
privbh_15654,private,12766833831.420345,2000.0,6383416.915710173
privbh_15657,private,101515101784.55516,2000.0,50757550.89227758
privbh_1566,private,101980955647.5413,2000.0,50990477.82377065
privbh_15663,private,102199686260.45328,2000.0,51099843.13022664
privbh_15669,private,12708588551.297415,2000.0,6354294.2756487075
privbh_1567,private,101865362127.64003,2000.0,50932681.06382001
privbh_15670,private,12709109730.184803,2000.0,6354554.865092401
privbh_15682,private,126968551018.44154,2000.0,63484275.50922077
privbh_15686,private,101543300967.97873,2000.0,50771650.483989365
privbh_15688,private,101846482139.3837,2000.0,50923241.06969185
privbh_15689,private,102265863170.16096,2000.0,51132931.58508048
privbh_1569,private,101995322403.95647,2000.0,50997661.20197824
privbh_15691,private,101537817428.08267,2000.0,50768908.71404134
privbh_15696,private,25346157869.066216,2000.0,12673078.934533108
privbh_157,private,102084180625.16373,2000.0,51042090.31258187
privbh_1570,private,12696485512.269783,2000.0,6348242.756134892
privbh_15702,private,203253649539.46704,2000.0,101626824.76973352
privbh_15714,private,12743157923.693789,2000.0,6371578.961846895
privbh_15715,private,101641247105.57983,2000.0,50820623.55278992
privbh_15728,private,101447232936.56459,2000.0,50723616.4682823
privbh_15751,private,12718306524.606657,2000.0,6359153.262303328
privbh_15760,private,102358714068.57507,2000.0,51179357.034287535
privbh_15761,private,102061181461.81633,2000.0,51030590.73090816
privbh_15766,private,101718251504.41866,2000.0,50859125.75220933
privbh_1577,private,12714951506.131948,2000.0,6357475.753065974
privbh_15785,private,114452682404.20172,2000.0,57226341.20210086
privbh_15786,private,101500555977.91365,2000.0,50750277.988956824
privbh_15789,private,101747743940.44025,2000.0,50873871.970220126
privbh_15794,private,101751984592.74182,2000.0,50875992.29637091
privbh_15795,private,101921091927.88194,2000.0,50960545.96394097
privbh_158,private,203384669906.60352,2000.0,101692334.95330176
privbh_15802,private,101394808762.423,2000.0,50697404.381211504
privbh_15803,private,12690580961.610563,2000.0,6345290.480805282
privbh_15805,private,12679636120.326426,2000.0,6339818.060163213
privbh_1582,private,12680642049.779024,2000.0,6340321.024889512
privbh_15822,private,12728661401.919289,2000.0,6364330.700959644
privbh_15829,private,102112929526.48619,2000.0,51056464.763243094
privbh_15833,private,12729884314.667765,2000.0,6364942.1573338825
privbh_15840,private,101533276211.40373,2000.0,50766638.105701864
privbh_15842,private,101727810148.36708,2000.0,50863905.07418354
privbh_15843,private,203001989279.37494,2000.0,101500994.63968746
privbh_15846,private,101430816564.62285,2000.0,50715408.282311425
privbh_15851,private,203533730399.45667,2000.0,101766865.19972834
privbh_15854,private,12685448760.778212,2000.0,6342724.3803891055
privbh_15855,private,101529933882.97612,2000.0,50764966.94148806
privbh_15856,private,101530757921.12726,2000.0,50765378.96056363
privbh_15857,private,101489989692.20865,2000.0,50744994.846104324
privbh_15860,private,203688920222.02747,2000.0,101844460.11101374
privbh_15861,private,203506971485.2844,2000.0,101753485.7426422
privbh_15865,private,126957601769.9754,2000.0,63478800.884987704
privbh_15866,private,127049465979.49512,2000.0,63524732.98974756
privbh_15877,private,101402855688.14435,2000.0,50701427.84407217
privbh_15880,private,101434952556.81483,2000.0,50717476.27840742
privbh_15883,private,101427590021.36217,2000.0,50713795.010681085
privbh_15886,private,101947302048.23822,2000.0,50973651.02411911
privbh_15887,private,102162606168.28697,2000.0,51081303.08414349
privbh_15890,private,101894239614.9492,2000.0,50947119.8074746
privbh_15892,private,228551302606.06183,2000.0,114275651.30303091
privbh_15901,private,101580933740.42223,2000.0,50790466.87021111
privbh_1591,private,25392734199.06935,2000.0,12696367.099534675
privbh_15914,private,101548371727.72533,2000.0,50774185.86386266
privbh_15920,private,101752440242.25932,2000.0,50876220.12112966
privbh_15936,private,101576453585.30838,2000.0,50788226.79265419
privbh_15948,private,25470379702.865074,2000.0,12735189.851432538
privbh_15957,private,12674095760.860027,2000.0,6337047.880430014
privbh_15960,private,12726743855.285055,2000.0,6363371.927642528
privbh_15974,private,101867306339.98608,2000.0,50933653.16999304
privbh_15996,private,12686196804.028107,2000.0,6343098.402014053
privbh_160,private,127047506159.15305,2000.0,63523753.07957652
privbh_16011,private,101537185899.6703,2000.0,50768592.94983515
privbh_16031,private,101658672909.01125,2000.0,50829336.45450562
privbh_16062,private,12692751268.290367,2000.0,6346375.6341451835
privbh_1607,private,12769825131.689022,2000.0,6384912.565844511
privbh_1609,private,127263066012.56985,2000.0,63631533.00628493
privbh_16099,private,12773752419.895872,2000.0,6386876.209947936
privbh_16100,private,12720687287.492243,2000.0,6360343.643746122
privbh_16107,private,101685452594.02702,2000.0,50842726.297013514
privbh_1611,private,254551793612.8023,2000.0,127275896.80640115
privbh_16113,private,202920003715.53275,2000.0,101460001.85776637
privbh_16118,private,101643048474.89806,2000.0,50821524.23744903
privbh_16138,private,114299273355.6434,2000.0,57149636.6778217
privbh_16139,private,12745214465.521584,2000.0,6372607.232760792
privbh_1614,private,12693605646.388046,2000.0,6346802.823194023
privbh_16140,private,12737053368.63708,2000.0,6368526.68431854
privbh_16142,private,101478447746.36559,2000.0,50739223.873182796
privbh_16144,private,12722727473.539185,2000.0,6361363.736769592
privbh_16147,private,381631676327.1944,2000.0,190815838.1635972
privbh_16152,private,12711851507.717968,2000.0,6355925.753858984
privbh_16154,private,12737810696.17703,2000.0,6368905.348088515
privbh_16160,private,101932056614.67572,2000.0,50966028.30733786
privbh_16162,private,101551761900.75099,2000.0,50775880.9503755
privbh_16165,private,101518896360.57742,2000.0,50759448.18028871
privbh_16166,private,12749243808.581362,2000.0,6374621.904290681
privbh_16172,private,101493238424.83441,2000.0,50746619.21241721
privbh_16175,private,230059729814.11166,2000.0,115029864.90705582
privbh_16176,private,12751873479.216156,2000.0,6375936.739608078
privbh_16179,private,203536682130.02826,2000.0,101768341.06501412
privbh_16182,private,12721237756.277708,2000.0,6360618.878138854
privbh_16186,private,101842400890.4299,2000.0,50921200.44521495
privbh_16193,private,12735100450.916243,2000.0,6367550.225458121
privbh_16194,private,25488325360.2445,2000.0,12744162.680122249
privbh_16195,private,12716810390.255497,2000.0,6358405.195127749
privbh_16196,private,12766468712.535704,2000.0,6383234.356267852
privbh_16216,private,12747051581.988312,2000.0,6373525.790994156
privbh_16222,private,266647611676.23178,2000.0,133323805.83811589
privbh_16227,private,102123060250.02422,2000.0,51061530.12501211
privbh_16228,private,12688780727.645788,2000.0,6344390.363822894
privbh_1624,private,12680183333.196232,2000.0,6340091.666598116
privbh_16247,private,12699653058.087889,2000.0,6349826.529043945
privbh_16264,private,101812543223.71031,2000.0,50906271.61185516
privbh_16271,private,127242189698.40344,2000.0,63621094.849201724
privbh_16277,private,101677891691.1656,2000.0,50838945.8455828
privbh_16279,private,101781153981.85852,2000.0,50890576.99092926
privbh_1628,private,12750194076.858767,2000.0,6375097.038429383
privbh_16281,private,101780069087.15752,2000.0,50890034.54357876
privbh_16289,private,12703277301.406973,2000.0,6351638.650703486
privbh_16292,private,101847965163.57036,2000.0,50923982.58178518
privbh_16293,private,102011520297.07541,2000.0,51005760.1485377
privbh_16296,private,101854377839.95195,2000.0,50927188.91997597
privbh_16300,private,25553646657.92155,2000.0,12776823.328960774
privbh_16302,private,102289974961.51149,2000.0,51144987.48075575
privbh_16304,private,12780049986.747961,2000.0,6390024.993373981
privbh_16306,private,12695646104.60706,2000.0,6347823.052303529
privbh_16309,private,114680380679.52249,2000.0,57340190.33976124
privbh_1631,private,25403359926.367615,2000.0,12701679.963183807
privbh_16311,private,101450519195.44215,2000.0,50725259.59772108
privbh_16315,private,101827977516.13777,2000.0,50913988.75806889
privbh_16318,private,12680136710.503294,2000.0,6340068.355251647
privbh_1632,private,12688122709.320513,2000.0,6344061.354660257
privbh_16323,private,12757416058.146564,2000.0,6378708.029073282
privbh_16337,private,101456588451.4371,2000.0,50728294.22571855
privbh_1634,private,12678791812.32807,2000.0,6339395.906164035
privbh_16348,private,12781824839.16292,2000.0,6390912.41958146
privbh_16359,private,101542488524.22218,2000.0,50771244.26211109
privbh_16382,private,12674037326.199032,2000.0,6337018.663099516
privbh_16383,private,12684520620.079395,2000.0,6342260.310039697
privbh_16384,private,12701459239.94334,2000.0,6350729.61997167
privbh_16387,private,12762268030.234102,2000.0,6381134.015117051
privbh_1639,private,101546096709.87541,2000.0,50773048.3549377
privbh_16392,private,12688806869.735214,2000.0,6344403.434867607
privbh_16393,private,12757633932.443403,2000.0,6378816.966221701
privbh_1640,private,101737299600.21957,2000.0,50868649.80010979
privbh_16406,private,127693211265.17778,2000.0,63846605.63258889
privbh_16410,private,127655300217.83502,2000.0,63827650.10891751
privbh_16417,private,101433375788.0982,2000.0,50716687.8940491
privbh_16420,private,101491964611.06264,2000.0,50745982.305531316
privbh_16423,private,114256515653.50235,2000.0,57128257.82675117
privbh_16427,private,12757172364.425243,2000.0,6378586.182212622
privbh_1643,private,101592996052.77167,2000.0,50796498.02638584
privbh_16430,private,101673198729.30531,2000.0,50836599.364652656
privbh_16431,private,101796909844.24544,2000.0,50898454.92212272
privbh_16434,private,25424939026.445427,2000.0,12712469.513222713
privbh_16437,private,12703774150.395475,2000.0,6351887.075197738
privbh_16438,private,25481238395.325813,2000.0,12740619.197662907
privbh_16441,private,12685552779.62411,2000.0,6342776.389812055
privbh_16442,private,12718813044.36886,2000.0,6359406.52218443
privbh_16443,private,12675914097.41053,2000.0,6337957.048705265
privbh_16447,private,12730009394.678387,2000.0,6365004.697339193
privbh_16449,private,12723022580.574862,2000.0,6361511.29028743
privbh_16451,private,12734967958.437283,2000.0,6367483.979218641
privbh_16454,private,12767953538.04581,2000.0,6383976.769022905
privbh_16458,private,12695046661.61872,2000.0,6347523.330809359
privbh_16463,private,12752774303.959156,2000.0,6376387.151979578
privbh_16466,private,126959734643.7668,2000.0,63479867.3218834
privbh_16469,private,203691044704.38223,2000.0,101845522.35219112
privbh_16477,private,229703810392.5158,2000.0,114851905.1962579
privbh_16482,private,12771527189.14355,2000.0,6385763.594571776
privbh_16483,private,127347671386.41118,2000.0,63673835.69320559
privbh_16487,private,12698132329.573904,2000.0,6349066.164786952
privbh_16492,private,12679798241.336382,2000.0,6339899.1206681905
privbh_16494,private,12674767759.200401,2000.0,6337383.879600201
privbh_16495,private,126826219718.99814,2000.0,63413109.85949907
privbh_1650,private,126801745678.86227,2000.0,63400872.83943114
privbh_16502,private,50823602316.40051,2000.0,25411801.158200257
privbh_16507,private,126954495215.65123,2000.0,63477247.607825615
privbh_16508,private,12689481559.898102,2000.0,6344740.779949051
privbh_1651,private,203684432367.77948,2000.0,101842216.18388975
privbh_16516,private,12733468598.540215,2000.0,6366734.299270107
privbh_16517,private,12681358378.340448,2000.0,6340679.189170225
privbh_16518,private,101595794034.02269,2000.0,50797897.017011344
privbh_1652,private,25494412433.59999,2000.0,12747206.216799995
privbh_16523,private,12677167853.098898,2000.0,6338583.926549449
privbh_1653,private,12718172627.197678,2000.0,6359086.313598839
privbh_16537,private,12721629013.931059,2000.0,6360814.506965529
privbh_16553,private,101532848294.82999,2000.0,50766424.14741499
privbh_16566,private,101464121211.64883,2000.0,50732060.60582442
privbh_16572,private,12692642384.254667,2000.0,6346321.192127334
privbh_1659,private,101947689243.28775,2000.0,50973844.62164388
privbh_16590,private,25495046358.778343,2000.0,12747523.179389171
privbh_16597,private,12706625386.545807,2000.0,6353312.693272904
privbh_16599,private,101673362399.1464,2000.0,50836681.1995732
privbh_16606,private,12685423078.508204,2000.0,6342711.539254102
privbh_16611,private,12674284936.575073,2000.0,6337142.468287537
privbh_16613,private,12757420084.615395,2000.0,6378710.042307697
privbh_1662,private,12681553741.90413,2000.0,6340776.870952065
privbh_16637,private,25584484700.238735,2000.0,12792242.350119367
privbh_16649,private,101399515034.84645,2000.0,50699757.51742323
privbh_16650,private,12677831240.114586,2000.0,6338915.620057293
privbh_16654,private,12753954188.702919,2000.0,6376977.094351459
privbh_16655,private,38095124476.90523,2000.0,19047562.238452613
privbh_16656,private,12740119034.29371,2000.0,6370059.517146856
privbh_16658,private,12758401268.854935,2000.0,6379200.634427467
privbh_16659,private,101544147642.02371,2000.0,50772073.821011856
privbh_1666,private,127402601004.01445,2000.0,63701300.50200722
privbh_16660,private,114587832352.63498,2000.0,57293916.17631749
privbh_16665,private,139550078658.47372,2000.0,69775039.32923687
privbh_1667,private,12707863376.23542,2000.0,6353931.68811771
privbh_16674,private,25396750505.454838,2000.0,12698375.25272742
privbh_16675,private,12691030187.087385,2000.0,6345515.0935436925
privbh_16679,private,127033950798.16478,2000.0,63516975.39908239
privbh_16683,private,101397442191.19269,2000.0,50698721.09559634
privbh_16687,private,101566301669.56322,2000.0,50783150.83478161
privbh_1669,private,76293371415.67331,2000.0,38146685.70783666
privbh_167,private,663586067325.826,2000.0,331793033.662913
privbh_1670,private,114368193831.34752,2000.0,57184096.91567376
privbh_16703,private,101754366817.5959,2000.0,50877183.40879795
privbh_16705,private,25357113869.826057,2000.0,12678556.934913028
privbh_1671,private,50973375009.990746,2000.0,25486687.504995372
privbh_16716,private,203416756318.78625,2000.0,101708378.15939313
privbh_16722,private,203317902134.62317,2000.0,101658951.06731158
privbh_1673,private,25356219821.92178,2000.0,12678109.91096089
privbh_1674,private,126770428449.59633,2000.0,63385214.224798165
privbh_16740,private,114303515726.12666,2000.0,57151757.86306333
privbh_16745,private,12717806227.469831,2000.0,6358903.113734916
privbh_16753,private,25591251523.305424,2000.0,12795625.761652712
privbh_16758,private,12683739268.837946,2000.0,6341869.634418973
privbh_1676,private,241411823301.88,2000.0,120705911.65094
privbh_16766,private,126743588728.66069,2000.0,63371794.364330344
privbh_1677,private,254390302349.85815,2000.0,127195151.17492908
privbh_16772,private,12715840189.313217,2000.0,6357920.094656609
privbh_16777,private,101959206755.87175,2000.0,50979603.37793587
privbh_1678,private,12677227127.632845,2000.0,6338613.563816423
privbh_16786,private,12750469665.12619,2000.0,6375234.832563095
privbh_16787,private,50848729910.40242,2000.0,25424364.95520121
