lat,long,fio_load
-5.874970000000004,39.259242,76160000000.0
-5.879461000000002,39.274271,76160000000.0
-5.878936000000008,39.274482,76160000000.0
-5.879032999999994,39.273468,76160000000.0
-5.879097999999996,39.273753,76160000000.0
-5.878872000000006,39.27381300000001,76160000000.0
-5.879095000000006,39.274272,76160000000.0
-5.879203000000002,39.274129,76160000000.0
-5.878763000000006,39.27283,76160000000.0
-5.878642999999994,39.273598,76160000000.0
-5.878490000000002,39.273292,76160000000.0
-5.878266,39.273413,76160000000.0
-5.878424999999992,39.272264,76160000000.0
-5.877601000000008,39.273283,76160000000.0
-5.877176,39.271712,76160000000.0
-5.876629000000004,39.271188,76160000000.0
-5.876871000000004,39.271448,76160000000.0
-5.876584000000002,39.271045,76160000000.0
-5.876437,39.270972,76160000000.0
-5.876384999999994,39.271159,76160000000.0
-5.876501000000006,39.271158,76160000000.0
-5.876167000000002,39.271102,76160000000.0
-5.876916,39.267733,76160000000.0
-5.874027000000006,39.265099,76160000000.0
-5.874096000000002,39.265344,76160000000.0
-5.873414,39.262529,76160000000.0
-5.875140999999996,39.259873,76160000000.0
-5.875109000000004,39.260167,76160000000.0
-5.874845999999992,39.259518,76160000000.0
-5.874772,39.259471,76160000000.0
-5.874773999999992,39.260215,76160000000.0
-5.874760999999998,39.259446,76160000000.0
-5.869119999999996,39.266282,76160000000.0
-5.869119999999996,39.266282,76160000000.0
-5.869119999999996,39.266282,76160000000.0
-5.869119999999996,39.266282,76160000000.0
-5.874412000000006,39.25957,76160000000.0
-5.873741999999998,39.260592,76160000000.0
-5.873703000000004,39.260528,76160000000.0
-5.873653999999996,39.26049,76160000000.0
-5.873044,39.2606,76160000000.0
-5.874179,39.270403,76160000000.0
-5.874417999999996,39.270089,76160000000.0
-5.875972,39.270717,76160000000.0
-5.876338000000004,39.270512,76160000000.0
-5.875955999999998,39.270506,76160000000.0
-5.877293000000004,39.259411,76160000000.0
-5.876771000000008,39.259464,76160000000.0
-5.882439000000002,39.274396,76160000000.0
-5.882439000000002,39.274396,76160000000.0
-5.882439000000002,39.274396,76160000000.0
-5.882439000000002,39.274396,76160000000.0
-5.882439000000002,39.274396,76160000000.0
-5.882439000000002,39.274396,76160000000.0
-5.879885000000006,39.274554,76160000000.0
-5.879794999999992,39.273226,76160000000.0
-5.879268999999996,39.273468,76160000000.0
-5.878866000000008,39.272041,76160000000.0
-5.878932999999996,39.271967,76160000000.0
-5.879584000000006,39.27299,76160000000.0
-5.879172999999998,39.273035,76160000000.0
-5.877337000000004,39.261674,76160000000.0
-5.876698000000006,39.261899,76160000000.0
-5.876738000000002,39.260894,76160000000.0
-5.876605999999992,39.261,76160000000.0
-5.878634000000004,39.262377,76160000000.0
-5.878709000000002,39.27141,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.87833,39.265515,76160000000.0
-5.878415999999998,39.265633,76160000000.0
-5.878415999999998,39.265633,76160000000.0
-5.877566000000004,39.267525,76160000000.0
-5.877014000000006,39.268511,76160000000.0
-5.877045999999996,39.268306,76160000000.0
-5.875663000000004,39.261613,76160000000.0
-5.875372000000004,39.261284,76160000000.0
-5.876659000000008,39.259707,76160000000.0
-5.877796,39.270622,76160000000.0
-5.877157000000006,39.268644,76160000000.0
-5.886858000000006,39.276409,76160000000.0
-5.884403000000002,39.266563,76160000000.0
-5.883451000000004,39.264411,76160000000.0
-5.879199999999996,39.256219,76160000000.0
-5.878160000000008,39.256487,76160000000.0
-5.879199999999996,39.256219,76160000000.0
-5.879199999999996,39.256219,76160000000.0
-5.879199999999996,39.256219,76160000000.0
-5.879199999999996,39.256219,76160000000.0
-5.879199999999996,39.256219,76160000000.0
-5.879656999999992,39.257434,76160000000.0
-5.877807,39.255762,76160000000.0
-5.878053000000002,39.255992,76160000000.0
-5.877646999999994,39.256307,76160000000.0
-5.877077999999992,39.256371,76160000000.0
-5.877181,39.256375,76160000000.0
-5.878617000000006,39.256869,76160000000.0
-5.878617000000006,39.256869,76160000000.0
-5.876285000000006,39.255819,76160000000.0
-5.876733999999998,39.255982,76160000000.0
-5.876067999999992,39.256418,76160000000.0
-5.875718999999996,39.255311,76160000000.0
-5.877361999999994,39.254243,76160000000.0
-5.878890000000004,39.254384,76160000000.0
-5.878461999999992,39.254405,76160000000.0
-5.878239999999996,39.254595,76160000000.0
-5.877726999999996,39.255463,76160000000.0
-5.878381000000006,39.255625,76160000000.0
-5.877685000000002,39.255632,76160000000.0
-5.877884000000002,39.254177,76160000000.0
-5.877896999999998,39.255104,76160000000.0
-5.878338999999998,39.255109,76160000000.0
-5.876949999999996,39.255487,76160000000.0
-5.876877,39.25557,76160000000.0
-5.876877,39.25557,76160000000.0
-5.876877,39.25557,76160000000.0
-5.876321000000004,39.254621,76160000000.0
-5.875876000000004,39.254957,76160000000.0
-5.875970999999992,39.254266,76160000000.0
-5.876074000000006,39.254266,76160000000.0
-5.876076999999992,39.254268,76160000000.0
-5.875874999999998,39.25465,76160000000.0
-5.875185000000004,39.254486,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.876003999999998,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877453,39.258167,76160000000.0
-5.877250000000004,39.258069,76160000000.0
-5.87715000000001,39.25888,76160000000.0
-5.876651999999996,39.259156,76160000000.0
-5.876609000000002,39.258333,76160000000.0
-5.876957999999994,39.25838,76160000000.0
-5.877453,39.258167,76160000000.0
-5.875603999999998,39.258167,76160000000.0
-5.875603999999998,39.258167,76160000000.0
-5.875603999999998,39.258167,76160000000.0
-5.875603999999998,39.258167,76160000000.0
-5.875608999999994,39.258395,76160000000.0
-5.87611,39.25857,76160000000.0
-5.876202000000004,39.258026,76160000000.0
-5.875847000000004,39.259163,76160000000.0
-5.875826999999998,39.258823,76160000000.0
-5.875711999999992,39.258791,76160000000.0
-5.875569,39.258929,76160000000.0
-5.875530000000008,39.258967,76160000000.0
-5.877155999999996,39.25757,76160000000.0
-5.874032999999992,39.25816,76160000000.0
-5.874320999999992,39.258225,76160000000.0
-5.873564999999994,39.258272,76160000000.0
-5.873628000000006,39.258383,76160000000.0
-5.874091000000004,39.258401,76160000000.0
-5.873594,39.258539,76160000000.0
-5.874271999999996,39.25857,76160000000.0
-5.873960999999998,39.258589,76160000000.0
-5.873554000000006,39.258635,76160000000.0
-5.874469000000008,39.258718,76160000000.0
-5.873537000000002,39.258769,76160000000.0
-5.874217999999992,39.258821,76160000000.0
-5.873910000000002,39.258842,76160000000.0
-5.874342999999994,39.258862,76160000000.0
-5.873266000000006,39.258119,76160000000.0
-5.87300999999999,39.259112,76160000000.0
-5.873630000000008,39.259045,76160000000.0
-5.875739999999994,39.256544,76160000000.0
-5.887955999999996,39.236715,76160000000.0
-5.889371000000002,39.2525,76160000000.0
-5.889005000000006,39.252519,76160000000.0
-5.888775,39.252863,76160000000.0
-5.886017000000002,39.250797,76160000000.0
-5.885403,39.253333,76160000000.0
-5.885332000000004,39.253097,76160000000.0
-5.885552999999994,39.25405500000001,76160000000.0
-5.885394000000004,39.253738,76160000000.0
-5.882576,39.247292,76160000000.0
-5.882124000000004,39.247386,76160000000.0
-5.882115000000006,39.251014,76160000000.0
-5.883136000000002,39.247604,76160000000.0
-5.889649000000004,39.251134,76160000000.0
-5.889112000000008,39.251025000000006,76160000000.0
-5.889061999999996,39.251213,76160000000.0
-5.888468000000002,39.250037,76160000000.0
-5.891868999999994,39.253191,76160000000.0
-5.891294999999996,39.251889,76160000000.0
-5.882284,39.251236,76160000000.0
-5.883307999999998,39.251254,76160000000.0
-5.883213999999994,39.251262,76160000000.0
-5.883065999999994,39.251294,76160000000.0
-5.882481000000008,39.251311,76160000000.0
-5.883342000000004,39.251362,76160000000.0
-5.881962999999994,39.251602,76160000000.0
-5.882863000000008,39.251615,76160000000.0
-5.882162000000006,39.251646,76160000000.0
-5.882580999999996,39.251811,76160000000.0
-5.882287,39.251849,76160000000.0
-5.883809999999998,39.251856,76160000000.0
-5.882676999999992,39.251964,76160000000.0
-5.883864000000006,39.251998,76160000000.0
-5.883623999999994,39.252016,76160000000.0
-5.882738000000004,39.252028,76160000000.0
-5.883816000000008,39.252044,76160000000.0
-5.883177999999996,39.25217,76160000000.0
-5.882634999999994,39.252203,76160000000.0
-5.882848000000006,39.252267,76160000000.0
-5.882678000000002,39.252317,76160000000.0
-5.883561000000004,39.252456,76160000000.0
-5.883077000000006,39.252547,76160000000.0
-5.883908999999996,39.252622,76160000000.0
-5.883154000000004,39.252661,76160000000.0
-5.882669000000004,39.252764,76160000000.0
-5.883205999999994,39.252821,76160000000.0
-5.882977999999992,39.25292900000001,76160000000.0
-5.882926000000008,39.253022,76160000000.0
-5.884402000000006,39.253091,76160000000.0
-5.882953999999994,39.253193,76160000000.0
-5.885159,39.253225,76160000000.0
-5.88447700000001,39.253226,76160000000.0
-5.884876000000002,39.253251,76160000000.0
-5.883382000000006,39.253268,76160000000.0
-5.883012000000004,39.253298,76160000000.0
-5.884497999999996,39.253351,76160000000.0
-5.884278000000008,39.253464,76160000000.0
-5.883036999999996,39.253644,76160000000.0
-5.88515100000001,39.253932,76160000000.0
-5.883227999999992,39.253654,76160000000.0
-5.886133000000004,39.253268,76160000000.0
-5.886684000000004,39.253346,76160000000.0
-5.885948000000004,39.253594,76160000000.0
-5.887114999999994,39.255205,76160000000.0
-5.887342999999996,39.25448800000001,76160000000.0
-5.889259999999992,39.253412,76160000000.0
-5.888797000000008,39.254124,76160000000.0
-5.882507999999996,39.254229,76160000000.0
-5.882927,39.255606,76160000000.0
-5.882839999999996,39.25485,76160000000.0
-5.882834999999996,39.254777,76160000000.0
-5.883060999999994,39.255127,76160000000.0
-5.882880000000002,39.255137,76160000000.0
-5.883081000000002,39.255135,76160000000.0
-5.883144999999996,39.255162,76160000000.0
-5.883328,39.254954,76160000000.0
-5.882898999999996,39.254217,76160000000.0
-5.882676999999996,39.254206,76160000000.0
-5.887403999999996,39.255373,76160000000.0
-5.887299999999996,39.255325,76160000000.0
-5.887199000000006,39.256217,76160000000.0
-5.884422000000002,39.263556,76160000000.0
-5.884086999999996,39.263116,76160000000.0
-5.884066000000006,39.26317,76160000000.0
-5.880888999999998,39.256018,76160000000.0
-5.903999000000008,39.251173,76160000000.0
-5.898314000000002,39.252489,76160000000.0
-5.894756000000004,39.252468,76160000000.0
-5.899383000000002,39.252261,76160000000.0
-5.899526999999996,39.252374,76160000000.0
-5.899799999999992,39.25231,76160000000.0
-5.903410000000002,39.251735,76160000000.0
-5.904013999999998,39.252327,76160000000.0
-5.903897999999998,39.25206200000001,76160000000.0
-5.903959999999994,39.25208,76160000000.0
-5.903686999999996,39.252683,76160000000.0
-5.904173999999996,39.252529,76160000000.0
-5.904198000000008,39.251967,76160000000.0
-5.895001000000004,39.253162,76160000000.0
-5.893036000000008,39.252919,76160000000.0
-5.895583999999994,39.252937,76160000000.0
-5.896089000000004,39.252935,76160000000.0
-5.899840000000002,39.252663,76160000000.0
-5.899620000000002,39.252578,76160000000.0
-5.907602999999994,39.254091,76160000000.0
-5.904803,39.25375,76160000000.0
-5.904401,39.253785,76160000000.0
-5.904485,39.253682,76160000000.0
-5.904605999999998,39.253653,76160000000.0
-5.904521000000004,39.25394,76160000000.0
-5.904635999999996,39.254317,76160000000.0
-5.904419000000006,39.254111,76160000000.0
-5.900145000000006,39.254011,76160000000.0
-5.900133000000002,39.254218,76160000000.0
-5.900066999999996,39.254216,76160000000.0
-5.900748000000006,39.25369,76160000000.0
-5.900654,39.254004,76160000000.0
-5.900667000000006,39.254164,76160000000.0
-5.900633000000008,39.254348,76160000000.0
-5.900646999999998,39.254101000000006,76160000000.0
-5.901315,39.25338,76160000000.0
-5.901277999999996,39.253387,76160000000.0
-5.901952999999994,39.253819,76160000000.0
-5.902637999999994,39.253147000000006,76160000000.0
-5.902029999999996,39.253832,76160000000.0
-5.896207999999992,39.253383,76160000000.0
-5.897548000000008,39.25303,76160000000.0
-5.906895999999996,39.25431300000001,76160000000.0
-5.904903000000004,39.253095,76160000000.0
-5.897743999999996,39.253047,76160000000.0
-5.907080000000006,39.25443,76160000000.0
-5.906864,39.255183,76160000000.0
-5.905530000000002,39.254812,76160000000.0
-5.907093999999994,39.254784,76160000000.0
-5.896674999999996,39.256544,76160000000.0
-5.897505000000002,39.25669700000001,76160000000.0
-5.897435,39.25675,76160000000.0
-5.897278999999994,39.25692,76160000000.0
-5.896703000000004,39.256935,76160000000.0
-5.897112999999996,39.256942,76160000000.0
-5.896797999999992,39.256957,76160000000.0
-5.896686999999996,39.256969,76160000000.0
-5.897198000000002,39.257046,76160000000.0
-5.897045000000002,39.257235,76160000000.0
-5.897060000000006,39.257382,76160000000.0
-5.897285000000002,39.257442,76160000000.0
-5.896829999999996,39.257472,76160000000.0
-5.896852999999992,39.257473,76160000000.0
-5.898238999999998,39.257503,76160000000.0
-5.897136000000006,39.257503,76160000000.0
-5.896803999999998,39.257534,76160000000.0
-5.897303,39.257598,76160000000.0
-5.896845999999994,39.25766,76160000000.0
-5.896722000000004,39.257671,76160000000.0
-5.896698999999994,39.257685,76160000000.0
-5.896777,39.257697,76160000000.0
-5.897676999999996,39.25739000000001,76160000000.0
-5.897747000000008,39.256415,76160000000.0
-5.898481999999998,39.256687,76160000000.0
-5.898618000000004,39.25668,76160000000.0
-5.898852999999996,39.256586,76160000000.0
-5.898916999999996,39.256748,76160000000.0
-5.899895999999996,39.256998,76160000000.0
-5.897475000000002,39.25776,76160000000.0
-5.897382000000008,39.258471,76160000000.0
-5.897330000000008,39.258364,76160000000.0
-5.897318999999994,39.257865,76160000000.0
-5.897269000000002,39.25837,76160000000.0
-5.897237999999998,39.257917,76160000000.0
-5.897222000000004,39.258062,76160000000.0
-5.897140999999994,39.25789,76160000000.0
-5.897099000000006,39.258303000000005,76160000000.0
-5.897105000000004,39.258103,76160000000.0
-5.896836000000006,39.25799800000001,76160000000.0
-5.896788999999998,39.258098,76160000000.0
-5.896764999999992,39.257827,76160000000.0
-5.896623999999994,39.258118,76160000000.0
-5.897821999999992,39.258,76160000000.0
-5.89524,39.257934,76160000000.0
-5.900312999999998,39.258391,76160000000.0
-5.900269999999994,39.257958,76160000000.0
-5.900193999999992,39.258145,76160000000.0
-5.898826000000002,39.258622,76160000000.0
-5.898765999999998,39.258568,76160000000.0
-5.900332999999998,39.258056,76160000000.0
-5.900662000000004,39.258866000000005,76160000000.0
-5.903434000000006,39.259833,76160000000.0
-5.905712999999992,39.261388,76160000000.0
-5.905865000000004,39.261306,76160000000.0
-5.905624999999994,39.260787,76160000000.0
