borehole_id,borehole_type,Q_L_per_day,total_surviving_fio_load,concentration_CFU_per_100mL,lat,long
privbh_15301,private,2000.0,631251165685.6613,31562558.28428306,-6.0737548,39.34872
privbh_15302,private,2000.0,429142952532.66925,21457147.62663346,-6.0756107,39.3474054
privbh_15303,private,571.4285714285714,283152910811.58105,49551759.39202668,-6.0771269,39.3471302
privbh_15304,private,2000.0,415838490935.73206,20791924.546786603,-6.0771241,39.3495828
privbh_15305,private,142.85714285714286,150154598019.7832,105108218.61384824,-6.186884,39.3500026
privbh_15308,private,2000.0,157085941396.70447,7854297.069835223,-6.1902069,39.3543977
privbh_15309,private,3000.0,491639659558.02527,16387988.651934177,-6.1909228,39.3552082
privbh_1531,private,1000.0,1698268854370.8474,169826885.43708473,-6.147361,39.2643467
privbh_15310,private,714.2857142857142,256220618749.61902,35870886.62494667,-6.1898641,39.3552468
privbh_15311,private,2000.0,221908739342.6499,11095436.967132496,-6.1896977,39.3566198
privbh_15312,private,2000.0,149389139830.2401,7469456.991512005,-6.1874004,39.3552031
privbh_15313,private,2000.0,420613026201.7518,21030651.310087588,-6.188007,39.3569097
privbh_15314,private,3000.0,76817178862.60744,2560572.628753581,-6.1886016,39.3580564
privbh_15316,private,2000.0,217093883912.4189,10854694.195620945,-6.1871478,39.3599767
privbh_15318,private,2000.0,212070300247.59586,10603515.012379792,-6.1905006,39.3581172
privbh_15319,private,285.7142857142857,77444209862.49226,27105473.45187229,-6.1912875,39.3580481
privbh_1532,private,3000.0,2275003707306.9507,75833456.91023168,-6.1468902,39.2648957
privbh_15320,private,2000.0,631606561970.9681,31580328.098548405,-6.1916499,39.3571785
privbh_15321,private,2000.0,428240334425.46375,21412016.721273188,-6.1919512,39.3566517
privbh_15322,private,2000.0,150335843167.57196,7516792.158378598,-6.1913311,39.3554737
privbh_15323,private,2000.0,224343749844.9072,11217187.49224536,-6.1893987,39.3520712
privbh_15325,private,2000.0,285983849021.86316,14299192.451093158,-6.1906723,39.3523253
privbh_15328,private,3000.0,247837811182.451,8261260.372748366,-6.1933603,39.3525114
privbh_15329,private,2000.0,929031115201.2653,46451555.76006326,-6.1928158,39.3508549
privbh_1533,private,2000.0,2266987642000.121,113349382.10000606,-6.1468979,39.2663403
privbh_15330,private,2000.0,291761124147.0347,14588056.207351735,-6.1934979,39.3485424
privbh_15331,private,5000.0,219128902705.7367,4382578.054114734,-6.1935326,39.347842
privbh_15335,private,2000.0,207371107937.5124,10368555.39687562,-6.1894039,39.3454861
privbh_15336,private,428.57142857142856,281954486221.67426,65789380.118390664,-6.1883144,39.3459787
privbh_15337,private,2000.0,220455357942.60803,11022767.897130402,-6.187031,39.3449521
privbh_15338,private,2000.0,217108696585.0544,10855434.829252722,-6.1902126,39.3462207
privbh_15339,private,3000.0,208704495611.40408,6956816.520380137,-6.1897683,39.348016
privbh_1534,private,3000.0,1943412105817.613,64780403.52725377,-6.1476674,39.2650149
privbh_15341,private,3000.0,1634487833038.4102,54482927.767947,-5.8617264,39.2795972
privbh_15342,private,5000.0,1428078307140.412,28561566.14280824,-5.8617567,39.2796178
privbh_15343,private,2000.0,742780405447.4916,37139020.27237458,-5.8612731,39.2806026
privbh_15344,private,5000.0,752337182937.8922,15046743.658757845,-5.8607434,39.2792943
privbh_15345,private,285.7142857142857,750772962132.9094,262770536.74651828,-5.8607038,39.2792777
privbh_15346,private,428.57142857142856,846727124744.2505,197569662.4403251,-5.8570886,39.2805342
privbh_15347,private,3000.0,1064576313810.941,35485877.12703137,-5.8538448,39.2808121
privbh_1535,private,3000.0,717184181473.7373,23906139.38245791,-6.147465,39.2544311
privbh_15350,private,1428.5714285714284,633868611821.8545,44370802.82752982,-5.853174,39.2825888
privbh_15351,private,3000.0,973329061045.0946,32444302.03483649,-5.8574253,39.2820066
privbh_15352,private,3000.0,1628172893412.9268,54272429.78043089,-5.8585581,39.2816922
privbh_15353,private,5000.0,564402282386.6172,11288045.647732344,-5.8583983,39.2827926
privbh_15354,private,3000.0,1088237285931.2921,36274576.19770974,-5.8615267,39.2836152
privbh_15355,private,2142.8571428571427,778249783863.8092,36318323.24697776,-5.8607401,39.2819012
privbh_15356,private,5000.0,1724572930585.129,34491458.61170258,-5.8604033,39.2811326
privbh_1536,private,1000.0,529348897401.1857,52934889.74011858,-6.1466012,39.2575039
privbh_15362,private,2000.0,147143211560.66742,7357160.578033371,-6.1581626,39.3318228
privbh_15365,private,2000.0,37232527319.96215,1861626.3659981075,-6.1490097,39.3181509
privbh_15366,private,2000.0,152218968880.7876,7610948.44403938,-6.143241,39.3180273
privbh_15367,private,2000.0,210537360545.42715,10526868.027271356,-6.1414484,39.3216171
privbh_1537,private,2000.0,296668315049.96747,14833415.752498373,-6.146757,39.258031
privbh_15370,private,2000.0,72731861584.24373,3636593.0792121864,-6.1403791,39.3175753
privbh_15373,private,5000.0,1718266159563.1987,34365323.19126397,-6.0589973,39.3331423
privbh_15374,private,2000.0,504953611593.23706,25247680.579661854,-6.0527393,39.3311008
privbh_15376,private,3000.0,218606588485.2788,7286886.282842627,-6.053094,39.3359448
privbh_1538,private,3000.0,224822830221.20648,7494094.340706883,-6.1467938,39.2598127
privbh_15380,private,2000.0,72840114140.66623,3642005.7070333115,-6.0551859,39.3425064
privbh_15382,private,2000.0,211648030487.50278,10582401.524375139,-6.0511856,39.3427932
privbh_15384,private,3000.0,109897430453.88464,3663247.681796155,-6.0597032,39.3339896
privbh_15385,private,8000.0,2710469617780.8003,33880870.222260006,-5.8642288,39.2806235
privbh_15386,private,3000.0,2277483953420.5337,75916131.78068446,-5.8644315,39.2802727
privbh_15389,private,2000.0,765131733991.3892,38256586.69956946,-5.8611997,39.2793154
privbh_1539,private,3000.0,227518897438.1591,7583963.247938636,-6.1445183,39.259133
privbh_15390,private,2000.0,1621517707686.1992,81075885.38430996,-5.8593454,39.2796514
privbh_15391,private,2000.0,1532067219004.001,76603360.95020005,-5.8573797,39.2792838
privbh_15392,private,5000.0,1469014958500.2498,29380299.170004994,-5.8570258,39.2804399
privbh_15393,private,2000.0,1393527147455.401,69676357.37277004,-5.8544278,39.2813807
privbh_15396,private,2000.0,206195386901.06076,10309769.345053038,-5.8526007,39.2825962
privbh_15398,private,3000.0,836819569715.094,27893985.6571698,-5.8566998,39.2791709
privbh_15399,private,1000.0,594490830917.6711,59449083.09176711,-5.8579647,39.2808224
privbh_154,private,5000.0,3267783898374.075,65355677.96748151,-6.1619974,39.2113073
privbh_1540,private,5000.0,149584303429.35733,2991686.0685871467,-6.1435628,39.2591194
privbh_15400,private,3000.0,732532523143.8915,24417750.771463048,-5.8578953,39.2822358
privbh_15401,private,3000.0,641424669176.9315,21380822.30589772,-5.8584808,39.2838365
privbh_15402,private,2000.0,1414248590812.5713,70712429.54062857,-5.8611106,39.2813874
privbh_15403,private,10000.0,632965263171.3956,6329652.631713957,-5.8625688,39.2807061
privbh_15404,private,2000.0,3143518071092.766,157175903.55463833,-6.0917484,39.4249502
privbh_15405,private,714.2857142857142,1248539177460.629,174795484.84448808,-6.0895622,39.4229077
privbh_15406,private,571.4285714285714,729615744760.1759,127682755.33303078,-6.0892251,39.4212789
privbh_1541,private,857.1428571428571,1214367080492.4526,141676159.39078614,-6.146156,39.2574326
privbh_15411,private,2000.0,751953659352.1351,37597682.96760676,-6.0898528,39.4224205
privbh_15413,private,2000.0,211006078803.94345,10550303.940197174,-6.0898348,39.4204783
privbh_1542,private,1285.7142857142856,354557595094.57886,27576701.84068947,-6.146315,39.2579255
privbh_15420,private,2000.0,39697717160.68221,1984885.8580341109,-6.0752062,39.4167447
privbh_15422,private,3000.0,212616264174.89203,7087208.805829734,-6.410607,39.5534737
privbh_15423,private,2000.0,214944297727.19763,10747214.886359882,-6.4105554,39.5534972
privbh_15424,private,5000.0,874834042607.3373,17496680.852146745,-6.4108293,39.5521154
privbh_15425,private,2000.0,660006606320.9386,33000330.31604693,-6.4114791,39.5492
privbh_15426,private,5000.0,656373251335.3694,13127465.026707387,-6.4114967,39.5491983
privbh_15427,private,10000.0,2412126438129.391,24121264.38129391,-6.4112658,39.5476289
privbh_15428,private,2000.0,72964918638.16049,3648245.931908025,-6.4096941,39.5479035
privbh_1543,private,3000.0,149924209518.1716,4997473.6506057205,-6.1475422,39.2565366
privbh_15430,private,3000.0,3420104245585.692,114003474.8528564,-6.4073737,39.5505909
privbh_15431,private,5000.0,362547394543.49774,7250947.890869955,-6.1056777,39.2851832
privbh_15432,private,5000.0,4170418678071.9727,83408373.56143945,-6.4075679,39.5495893
privbh_15433,private,1428.5714285714284,911483572386.4388,63803850.06705072,-6.1050272,39.2858099
privbh_15435,private,5000.0,454777947864.4826,9095558.957289653,-6.104141,39.2855497
privbh_15437,private,2000.0,209061537473.85013,10453076.873692507,-6.1019334,39.2849143
privbh_15438,private,2000.0,246014813679.08197,12300740.6839541,-6.4053406,39.5475992
privbh_1544,private,1000.0,298918908739.00726,29891890.873900723,-6.1479658,39.2566043
privbh_15441,private,5000.0,206698388822.27554,4133967.776445511,-6.4057601,39.5497975
privbh_15443,private,2000.0,207725465624.39832,10386273.281219916,-6.4061905,39.5499119
privbh_15445,private,5000.0,685905668926.9149,13718113.3785383,-6.4051867,39.5497
privbh_15446,private,3000.0,77520385922.72733,2584012.864090911,-6.09167,39.2860734
privbh_15447,private,2000.0,206097121287.98856,10304856.064399427,-6.4044017,39.5495942
privbh_15448,private,2000.0,1362275364100.8213,68113768.20504107,-6.1047979,39.2838817
privbh_15449,private,3000.0,205899711919.5833,6863323.730652777,-6.4047251,39.5503071
privbh_1545,private,5000.0,1761279580768.0198,35225591.615360394,-6.1476131,39.2570474
privbh_15450,private,5000.0,208320897184.55292,4166417.9436910586,-6.4029932,39.5502235
privbh_15453,private,3000.0,840596825643.486,28019894.1881162,-6.4019858,39.5512273
privbh_15454,private,5000.0,841589659471.8722,16831793.18943744,-6.4024617,39.5516501
privbh_15455,private,3000.0,76374577136.19006,2545819.237873002,-6.4033046,39.5509732
privbh_15456,private,2000.0,358681300020.44104,17934065.001022052,-6.4034,39.551027
privbh_1546,private,1000.0,427259280546.6844,42725928.05466844,-6.1482672,39.2576313
privbh_15463,private,5000.0,927253677326.851,18545073.54653702,-6.4082636,39.5535524
privbh_15464,private,2000.0,223197926536.0138,11159896.32680069,-6.4081246,39.5531416
privbh_15465,private,2000.0,209648070422.48358,10482403.52112418,-6.408247,39.5527434
privbh_15467,private,3000.0,287073961737.2654,9569132.057908846,-6.4098671,39.5529855
privbh_15468,private,2000.0,300351061556.8248,15017553.07784124,-6.1148092,39.3631962
privbh_15469,private,2000.0,205982077136.0983,10299103.856804915,-6.1141801,39.3641472
privbh_1547,private,2000.0,875272602049.2463,43763630.102462314,-6.1478368,39.2561525
privbh_15472,private,3000.0,296230343367.96985,9874344.77893233,-6.1119827,39.3668876
privbh_15475,private,2000.0,74785284395.07661,3739264.2197538307,-6.1110033,39.368745
privbh_15476,private,2000.0,422717894190.2196,21135894.70951098,-6.1153465,39.369696
privbh_15477,private,2000.0,634299108623.9661,31714955.431198306,-6.1115488,39.3690219
privbh_15478,private,2000.0,283762487520.0201,14188124.376001004,-6.111405,39.37017
privbh_15479,private,1428.5714285714284,211285970593.04907,14790017.941513438,-6.1115888,39.3710713
privbh_1548,private,428.57142857142856,75101895849.01431,17523775.698103342,-6.1284555,39.2609762
privbh_15480,private,2000.0,495928754446.0545,24796437.722302727,-6.1116335,39.3715141
privbh_15482,private,2000.0,153526530993.50168,7676326.549675085,-6.1137793,39.3679949
privbh_15483,private,2000.0,494714882713.5342,24735744.135676708,-6.1131606,39.3657036
privbh_15484,private,2000.0,1081560385183.1263,54078019.259156324,-6.1147141,39.3678485
privbh_15485,private,2000.0,505474591243.00824,25273729.56215041,-6.1144116,39.370185
privbh_15486,private,1000.0,640133902736.56,64013390.27365601,-6.1157568,39.3714692
privbh_15487,private,2000.0,223347338710.00427,11167366.935500214,-6.1150887,39.3739661
privbh_15488,private,2000.0,218166421935.9266,10908321.09679633,-6.1156466,39.3751224
privbh_1549,private,571.4285714285714,431020416872.97095,75428572.9527699,-6.1286554,39.2596923
privbh_15492,private,2000.0,222796709433.02472,11139835.471651236,-6.1164734,39.3735535
privbh_15493,private,2000.0,429242191618.96625,21462109.58094831,-6.1158761,39.3736406
privbh_15494,private,2000.0,628409627655.5527,31420481.38277764,-6.1181872,39.3719584
privbh_15495,private,2000.0,628478530222.7366,31423926.51113683,-6.1181898,39.3719405
privbh_15496,private,2000.0,209964370111.21857,10498218.505560929,-6.1191273,39.3703053
privbh_15497,private,2000.0,209329804237.11548,10466490.211855773,-6.1185576,39.3704669
privbh_15498,private,2000.0,853052687700.9133,42652634.38504566,-6.1175537,39.3700484
privbh_155,private,2000.0,6108706655621.403,305435332.7810702,-6.1608549,39.2141681
privbh_1550,private,2000.0,632502841598.552,31625142.0799276,-6.1283533,39.2595038
privbh_15500,private,2000.0,208238172610.07184,10411908.630503591,-6.1201539,39.3677887
privbh_15501,private,2000.0,74221824436.2464,3711091.22181232,-6.1212175,39.3667844
privbh_15503,private,2142.8571428571427,76266635723.88441,3559109.6671146066,-6.1185589,39.3659032
privbh_15504,private,1428.5714285714284,79315844559.71841,5552109.11918029,-6.118677,39.3650813
privbh_15505,private,2000.0,413829366587.47314,20691468.329373658,-6.1202374,39.362849
privbh_15506,private,2000.0,296844607283.8003,14842230.364190016,-6.1193128,39.3613076
privbh_15507,private,2000.0,75464284540.2782,3773214.2270139097,-6.1186167,39.3611398
privbh_15508,private,2000.0,148303591369.36206,7415179.568468103,-6.0993344,39.3372054
privbh_15509,private,2000.0,585033285878.4958,29251664.29392479,-6.0982071,39.3374583
privbh_1551,private,2000.0,218786187154.0998,10939309.35770499,-6.1292896,39.2598428
privbh_15514,private,2000.0,213641241930.5905,10682062.096529525,-6.0765461,39.36523
privbh_15515,private,2000.0,210590465214.10767,10529523.260705383,-6.0776991,39.3659448
privbh_15516,private,3000.0,212620678633.22873,7087355.954440957,-6.0760681,39.3693256
privbh_15518,private,2000.0,72961800748.24599,3648090.0374122993,-6.0857371,39.3645434
privbh_15519,private,714.2857142857142,861325785018.5936,120585609.90260312,-6.0853387,39.3664537
privbh_1552,private,2000.0,734637096289.5076,36731854.81447538,-6.1293089,39.2605388
privbh_15523,private,2000.0,416547474886.17487,20827373.744308744,-6.090366,39.365711
privbh_15528,private,2000.0,215987202446.03717,10799360.122301858,-6.0901024,39.3614953
privbh_1553,private,2000.0,151736492225.4707,7586824.611273535,-6.1298625,39.2600884
privbh_15530,private,2000.0,281875622594.37695,14093781.12971885,-6.0911198,39.360233
privbh_15531,private,2000.0,72628070617.52068,3631403.530876034,-6.0904974,39.3600591
privbh_15535,private,285.7142857142857,427630721792.5487,149670752.62739205,-6.0918958,39.3571527
privbh_15536,private,2000.0,76607507958.77077,3830375.3979385383,-6.087806,39.3600072
privbh_15537,private,2000.0,495697918958.6289,24784895.947931446,-6.0870531,39.3596229
privbh_15539,private,2142.8571428571427,73455970285.41647,3427945.279986102,-6.0970733,39.3368681
privbh_1554,private,1285.7142857142856,75620740770.27345,5881613.17102127,-6.1305268,39.2604913
privbh_15540,private,3000.0,571562231960.3485,19052074.398678284,-6.0986393,39.3382117
privbh_15541,private,3000.0,1151616974498.3801,38387232.48327933,-6.0980011,39.3390351
privbh_15543,private,2000.0,73057903021.08022,3652895.1510540107,-6.0943752,39.3407786
privbh_15546,private,2142.8571428571427,225314678164.92847,10514684.981029997,-6.0947832,39.337349
privbh_15547,private,2000.0,672967083967.2537,33648354.198362686,-6.0992051,39.3403261
privbh_15548,private,2000.0,73873424557.51523,3693671.2278757617,-6.1055858,39.3413898
privbh_15549,private,5000.0,226159146566.74756,4523182.931334952,-6.1011649,39.3410743
privbh_1555,private,2000.0,208677934803.2895,10433896.740164476,-6.1281184,39.262263
privbh_15550,private,3000.0,582105877708.0685,19403529.25693562,-6.1023055,39.3414993
privbh_15552,private,2000.0,304378381640.29767,15218919.082014883,-6.1055566,39.3423074
privbh_15557,private,2000.0,368666845429.4881,18433342.271474406,-6.1066058,39.3396026
privbh_15558,private,2000.0,364748305480.64386,18237415.274032194,-6.1069234,39.3387632
privbh_15559,private,2000.0,75718703834.03207,3785935.1917016036,-6.1067405,39.3384378
privbh_1556,private,2000.0,435226170800.93286,21761308.540046643,-6.1278835,39.262004
privbh_15560,private,2000.0,78154417503.76245,3907720.8751881225,-6.1062019,39.3377986
privbh_15562,private,2000.0,77731145428.62166,3886557.2714310833,-6.104343,39.3376598
privbh_15563,private,2000.0,148072967764.64526,7403648.388232264,-6.1045691,39.3364429
privbh_15564,private,2000.0,74452134066.96039,3722606.7033480196,-6.1039291,39.3365562
privbh_15566,private,2000.0,76041602432.1947,3802080.121609735,-6.1016962,39.3371722
privbh_15567,private,2000.0,865242346493.8395,43262117.32469197,-6.0997836,39.3374475
privbh_15568,private,2000.0,488910978520.3392,24445548.92601696,-6.1002661,39.3385535
privbh_15569,private,2000.0,76671136743.20712,3833556.8371603563,-6.0989086,39.3370247
privbh_1557,private,2000.0,288364992519.8004,14418249.625990022,-6.126935,39.2623943
privbh_15570,private,2000.0,507046013273.4978,25352300.66367489,-6.1004192,39.33794
privbh_15571,private,2000.0,543593505937.9884,27179675.29689942,-6.1013225,39.3383402
privbh_15572,private,5000.0,1739304232285.5356,34786084.645710714,-6.1015407,39.3391461
privbh_15574,private,2000.0,207993785244.23175,10399689.262211587,-6.1037115,39.3401564
privbh_15575,private,2000.0,429221361519.50824,21461068.07597541,-6.1025847,39.3409181
privbh_15576,private,2000.0,228293013450.9748,11414650.67254874,-6.1026294,39.3418642
privbh_1558,private,2000.0,510154019911.58307,25507700.995579153,-6.1244752,39.2628278
privbh_15580,private,2000.0,212080280858.99127,10604014.042949563,-6.0709453,39.3676493
privbh_15583,private,285.7142857142857,76710029054.57237,26848510.169100333,-6.0770946,39.3672208
privbh_15587,private,2000.0,210306610696.35278,10515330.53481764,-6.0788388,39.3635752
privbh_15588,private,285.7142857142857,79217565473.71536,27726147.915800374,-6.0808251,39.3673257
privbh_15589,private,2000.0,508522953185.5212,25426147.65927606,-6.0858466,39.36273
privbh_1559,private,285.7142857142857,543489813988.59467,190221434.89600813,-6.1230953,39.2625817
privbh_15590,private,2000.0,208656027286.7774,10432801.364338871,-6.0860721,39.3631868
privbh_15591,private,2000.0,216381448839.91125,10819072.441995563,-6.0880712,39.3638045
privbh_15595,private,2000.0,220780895985.06335,11039044.799253168,-6.1960409,39.3392618
privbh_15596,private,2000.0,209092175688.57324,10454608.784428662,-6.196309,39.3399568
privbh_15597,private,2000.0,422779108914.4909,21138955.445724543,-6.1970592,39.3400005
privbh_15598,private,2000.0,429144261186.42334,21457213.05932117,-6.1974791,39.3408708
privbh_156,private,714.2857142857142,3436380775813.1177,481093308.61383647,-6.1603995,39.2140005
privbh_15600,private,2000.0,217139413870.57935,10856970.693528967,-6.200493,39.3420814
privbh_15601,private,2000.0,214950560093.6086,10747528.00468043,-6.2003399,39.3422793
privbh_15605,private,2000.0,74052081052.12807,3702604.052606403,-6.2025044,39.3459779
privbh_15607,private,3000.0,211936240293.8261,7064541.343127537,-6.2019573,39.3410927
privbh_1561,private,2000.0,556690606387.1969,27834530.319359846,-6.1238157,39.2606853
privbh_15611,private,2000.0,218379671399.31073,10918983.569965538,-6.2036889,39.3364577
privbh_15612,private,2000.0,292842181870.8154,14642109.093540773,-6.2021768,39.336365
privbh_15614,private,2000.0,211628593706.3528,10581429.68531764,-6.2015611,39.3356938
privbh_15616,private,2000.0,225266986555.58047,11263349.327779023,-6.1999922,39.3368327
privbh_15618,private,2000.0,227445670370.49655,11372283.518524827,-6.1985118,39.3384587
privbh_15619,private,2000.0,211947308800.0837,10597365.440004185,-6.198475,39.3374091
privbh_1562,private,2000.0,473099603667.65265,23654980.183382634,-6.1252583,39.2607673
privbh_15620,private,2000.0,434588585864.181,21729429.293209054,-6.1978909,39.3368178
privbh_15621,private,2000.0,630828404096.8114,31541420.20484057,-6.1980616,39.336635
privbh_15622,private,2000.0,414758818526.9185,20737940.926345926,-6.1977394,39.3369956
privbh_15624,private,2000.0,508253804003.71826,25412690.200185914,-6.1967985,39.3367937
privbh_15625,private,2000.0,740313857504.7224,37015692.87523612,-6.1967754,39.3364951
privbh_15626,private,2000.0,639822879367.9363,31991143.968396813,-6.1966009,39.3363171
privbh_15628,private,1000.0,219067972116.39124,21906797.211639125,-6.1975119,39.3391141
privbh_15629,private,2000.0,465478682166.82983,23273934.108341493,-6.1979321,39.3360407
privbh_1563,private,2000.0,1764811751661.5,88240587.583075,-6.1252236,39.2596978
privbh_15632,private,2000.0,219483234539.20996,10974161.726960499,-6.195957,39.3346178
privbh_15633,private,2000.0,208233474631.76434,10411673.731588218,-6.1976538,39.333513
privbh_15634,private,714.2857142857142,416409050727.99194,58297267.101918876,-6.1986411,39.3322249
privbh_15636,private,5000.0,209966042229.61462,4199320.844592293,-5.8275071,39.2955571
privbh_15639,private,1428.5714285714284,1185801935769.7405,83006135.50388184,-5.8744293,39.2916288
privbh_1564,private,5000.0,464427773069.2907,9288555.461385814,-6.1247452,39.2595534
privbh_15640,private,714.2857142857142,223196665789.90906,31247533.21058727,-5.8731744,39.2939066
privbh_15642,private,2000.0,1270347423156.3433,63517371.15781716,-5.8291829,39.2952027
privbh_15646,private,3000.0,492370658832.8194,16412355.294427315,-5.8766053,39.289506
privbh_15647,private,2000.0,288972292588.8234,14448614.629441172,-6.051075,39.3320143
privbh_15648,private,2000.0,215091859747.4494,10754592.98737247,-6.0493049,39.3325955
privbh_15649,private,2000.0,209202515415.50092,10460125.770775046,-6.0449857,39.3252993
privbh_1565,private,2000.0,320266007497.09436,16013300.374854717,-6.12595,39.2597657
privbh_15651,private,5000.0,437619260311.25507,8752385.2062251,-6.0362504,39.3303442
privbh_15654,private,2000.0,372019115228.44824,18600955.761422414,-6.0398892,39.30931
privbh_15655,private,3000.0,504070437626.34375,16802347.920878123,-6.0464039,39.3350517
privbh_15657,private,5000.0,1073311742037.4106,21466234.840748213,-6.4100937,39.5552997
privbh_15658,private,2000.0,423047739350.5465,21152386.967527322,-6.4097871,39.5553159
privbh_15659,private,3000.0,75875552497.46992,2529185.0832489976,-6.409574,39.5559923
privbh_1566,private,2000.0,931616378407.413,46580818.92037065,-6.12655,39.2590093
privbh_15663,private,5000.0,1160420832103.3975,23208416.642067946,-6.4089782,39.5613868
privbh_15664,private,2000.0,205972618717.1698,10298630.93585849,-6.4096333,39.5609936
privbh_15665,private,5000.0,74167498241.23602,1483349.9648247205,-6.4098704,39.5619805
privbh_15669,private,2000.0,1094712999282.4055,54735649.96412028,-6.4081947,39.5705383
privbh_1567,private,3000.0,1715702094620.7256,57190069.820690855,-6.1474871,39.2652041
privbh_15670,private,20000.0,152456749190.87885,762283.7459543942,-6.409361,39.5722423
privbh_15675,private,5000.0,1271024737085.874,25420494.74171748,-6.1229925,39.3690014
privbh_15677,private,571.4285714285714,427272564421.4537,74772698.77375439,-6.1236631,39.3691142
privbh_15679,private,2000.0,256070397007.82,12803519.850391,-6.1303883,39.372026
privbh_1568,private,3000.0,1453336837038.261,48444561.234608695,-6.1471845,39.2646859
privbh_15681,private,5000.0,39044263776.4879,780885.275529758,-6.1296107,39.3712884
privbh_15682,private,2000.0,374329126307.52966,18716456.315376483,-6.1280754,39.3723416
privbh_15684,private,3000.0,36996513699.03387,1233217.1233011289,-6.1296045,39.3665938
privbh_15685,private,2000.0,72860283817.13538,3643014.1908567687,-6.1284323,39.3658015
privbh_15686,private,857.1428571428571,431356675165.40326,50324945.43596371,-6.1274282,39.3667027
privbh_15687,private,2000.0,218374009107.0785,10918700.455353925,-6.1259174,39.3664487
privbh_15688,private,1428.5714285714284,224794881514.00824,15735641.705980578,-6.1252341,39.3656102
privbh_15689,private,2142.8571428571427,227583297239.54333,10620553.87117869,-6.1232983,39.365272
privbh_1569,private,2000.0,1560360668778.679,78018033.43893394,-6.1472464,39.2643535
privbh_15691,private,2000.0,578295489250.0304,28914774.46250152,-6.1235599,39.3677648
privbh_15694,private,1428.5714285714284,466758154806.41644,32673070.836449154,-6.1253849,39.3704925
privbh_15696,private,2000.0,252912616039.9218,12645630.801996091,-6.1250635,39.3720842
privbh_15697,private,2000.0,428864518263.79095,21443225.91318955,-6.1234835,39.3716433
privbh_15698,private,2000.0,450891374378.9465,22544568.718947325,-6.1225125,39.3720605
privbh_15699,private,2000.0,207996704334.68372,10399835.216734186,-6.1214167,39.3717762
privbh_157,private,714.2857142857142,4170531153012.5244,583874361.4217535,-6.1587745,39.2108479
privbh_1570,private,571.4285714285714,1644013788332.1323,287702412.95812315,-6.1469,39.2659319
privbh_15701,private,2000.0,604493673321.8048,30224683.66609024,-6.1217807,39.3673078
privbh_15702,private,2000.0,867639799322.5945,43381989.96612973,-6.1223143,39.3697243
privbh_15704,private,2000.0,211775356195.45764,10588767.809772883,-6.2059644,39.341792
privbh_15705,private,2000.0,215219847025.891,10760992.351294551,-6.2044243,39.3409091
privbh_15707,private,2000.0,208767206937.02643,10438360.346851323,-6.2062404,39.3397655
privbh_15710,private,2000.0,582708329771.0972,29135416.488554858,-6.207137,39.3369972
privbh_15712,private,2000.0,211952580954.20105,10597629.047710052,-6.1953348,39.3380604
privbh_15714,private,571.4285714285714,157784213698.7185,27612237.39727574,-6.1932735,39.3354135
privbh_15715,private,1428.5714285714284,223438637985.38416,15640704.658976892,-6.1936312,39.3338493
privbh_15717,private,2000.0,413498630743.02374,20674931.537151188,-6.1953846,39.3347855
privbh_1572,private,1142.857142857143,426237451390.2081,37295776.99664321,-6.1407973,39.270358
privbh_15721,private,3000.0,423723185779.2416,14124106.192641387,-6.1977811,39.3484204
privbh_15724,private,3000.0,1482157364038.8381,49405245.46796127,-6.043768,39.3305643
privbh_15725,private,428.57142857142856,209637999588.59235,48915533.237338215,-6.0404691,39.3299076
privbh_15727,private,2000.0,427896284339.53937,21394814.216976967,-6.0419853,39.3157505
privbh_15728,private,571.4285714285714,1077507567885.4321,188563824.3799506,-6.0417473,39.3114861
privbh_15729,private,2000.0,76512622839.15924,3825631.141957962,-6.0340002,39.3083501
privbh_1573,private,857.1428571428571,505512136054.82513,58976415.87306293,-6.1396384,39.2694582
privbh_15731,private,3000.0,76681649486.1638,2556054.9828721266,-6.1116686,39.2864531
privbh_15733,private,2000.0,566069895036.4382,28303494.751821913,-6.1055083,39.2844583
privbh_15734,private,2000.0,209275573779.1316,10463778.68895658,-6.1036317,39.2789267
privbh_1574,private,1285.7142857142856,220982906302.32587,17187559.379069794,-6.138095,39.2690343
privbh_15740,private,571.4285714285714,151715355352.6205,26550187.186708592,-6.0962653,39.2809707
privbh_15741,private,2000.0,216797511403.0207,10839875.570151035,-6.0957848,39.2802477
privbh_15742,private,3000.0,294072104866.22424,9802403.495540809,-6.1009794,39.2842153
privbh_15743,private,857.1428571428571,423050091349.2971,49355843.99075133,-6.0807875,39.3286992
privbh_15744,private,2000.0,425863360174.75964,21293168.00873798,-6.0814792,39.3336451
privbh_15746,private,2000.0,74786648911.56332,3739332.4455781663,-6.1808693,39.3283104
privbh_15749,private,857.1428571428571,361959409628.79944,42228597.790026605,-6.0797963,39.3355626
privbh_1575,private,2000.0,75788652475.55377,3789432.6237776885,-6.1380996,39.2690484
privbh_15751,private,285.7142857142857,79105826668.78648,27687039.334075265,-6.1757127,39.3322265
privbh_15753,private,2000.0,211577150231.55957,10578857.511577979,-6.169374,39.3377055
privbh_15754,private,2000.0,212250531196.276,10612526.559813801,-6.1687363,39.3359294
privbh_15755,private,2000.0,207550070786.80618,10377503.53934031,-6.1715764,39.3303904
privbh_15757,private,2000.0,292086157924.88184,14604307.89624409,-6.1818158,39.3286868
