id,lat,long,fio_load
9495,-5.87833,39.265515,76160000000.0
9494,-5.87833,39.265515,76160000000.0
9493,-5.87833,39.265515,76160000000.0
9491,-5.87833,39.265515,76160000000.0
9489,-5.87833,39.265515,76160000000.0
9488,-5.87833,39.265515,76160000000.0
9487,-5.87833,39.265515,76160000000.0
9482,-5.87833,39.265515,76160000000.0
9480,-5.87833,39.265515,76160000000.0
9479,-5.87833,39.265515,76160000000.0
8846,-5.878415999999998,39.265633,76160000000.0
8839,-5.878415999999998,39.265633,76160000000.0
27736,-5.877566000000004,39.267525,76160000000.0
27738,-5.877014000000006,39.268511,76160000000.0
27739,-5.877045999999996,39.268306,76160000000.0
27053,-5.875663000000004,39.261613,76160000000.0
27050,-5.875372000000004,39.261284,76160000000.0
27469,-5.876659000000008,39.259707,76160000000.0
27708,-5.877796,39.270622,76160000000.0
27744,-5.877157000000006,39.268644,76160000000.0
27772,-5.886858000000006,39.276409,76160000000.0
27917,-5.884403000000002,39.266563,76160000000.0
27971,-5.883451000000004,39.264411,76160000000.0
27157,-5.879199999999996,39.256219,76160000000.0
27205,-5.878160000000008,39.256487,76160000000.0
27234,-5.879199999999996,39.256219,76160000000.0
27235,-5.879199999999996,39.256219,76160000000.0
27252,-5.879199999999996,39.256219,76160000000.0
27258,-5.879199999999996,39.256219,76160000000.0
27451,-5.879199999999996,39.256219,76160000000.0
27962,-5.879656999999992,39.257434,76160000000.0
27145,-5.877807,39.255762,76160000000.0
27163,-5.878053000000002,39.255992,76160000000.0
27203,-5.877646999999994,39.256307,76160000000.0
27200,-5.877077999999992,39.256371,76160000000.0
27196,-5.877181,39.256375,76160000000.0
27996,-5.878617000000006,39.256869,76160000000.0
28006,-5.878617000000006,39.256869,76160000000.0
27180,-5.876285000000006,39.255819,76160000000.0
27191,-5.876733999999998,39.255982,76160000000.0
27287,-5.876067999999992,39.256418,76160000000.0
28098,-5.875718999999996,39.255311,76160000000.0
28046,-5.877361999999994,39.254243,76160000000.0
27937,-5.878890000000004,39.254384,76160000000.0
27938,-5.878461999999992,39.254405,76160000000.0
27936,-5.878239999999996,39.254595,76160000000.0
27939,-5.877726999999996,39.255463,76160000000.0
27932,-5.878381000000006,39.255625,76160000000.0
27137,-5.877685000000002,39.255632,76160000000.0
27941,-5.877884000000002,39.254177,76160000000.0
27944,-5.877896999999998,39.255104,76160000000.0
27947,-5.878338999999998,39.255109,76160000000.0
27135,-5.876949999999996,39.255487,76160000000.0
27450,-5.876877,39.25557,76160000000.0
27448,-5.876877,39.25557,76160000000.0
27256,-5.876877,39.25557,76160000000.0
28104,-5.876321000000004,39.254621,76160000000.0
28102,-5.875876000000004,39.254957,76160000000.0
28155,-5.875970999999992,39.254266,76160000000.0
28164,-5.876074000000006,39.254266,76160000000.0
28165,-5.876076999999992,39.254268,76160000000.0
28174,-5.875874999999998,39.25465,76160000000.0
28107,-5.875185000000004,39.254486,76160000000.0
27267,-5.875739999999994,39.256544,76160000000.0
27260,-5.875739999999994,39.256544,76160000000.0
27257,-5.875739999999994,39.256544,76160000000.0
27254,-5.875739999999994,39.256544,76160000000.0
27253,-5.875739999999994,39.256544,76160000000.0
27251,-5.875739999999994,39.256544,76160000000.0
27249,-5.875739999999994,39.256544,76160000000.0
27248,-5.875739999999994,39.256544,76160000000.0
27244,-5.875739999999994,39.256544,76160000000.0
27241,-5.876003999999998,39.256544,76160000000.0
27240,-5.875739999999994,39.256544,76160000000.0
27239,-5.875739999999994,39.256544,76160000000.0
27237,-5.875739999999994,39.256544,76160000000.0
27236,-5.875739999999994,39.256544,76160000000.0
27452,-5.875739999999994,39.256544,76160000000.0
27272,-5.877453,39.258167,76160000000.0
27271,-5.877453,39.258167,76160000000.0
27266,-5.877453,39.258167,76160000000.0
27265,-5.877453,39.258167,76160000000.0
27261,-5.877453,39.258167,76160000000.0
27259,-5.877453,39.258167,76160000000.0
27243,-5.877453,39.258167,76160000000.0
27242,-5.877453,39.258167,76160000000.0
27233,-5.877453,39.258167,76160000000.0
27039,-5.877250000000004,39.258069,76160000000.0
27109,-5.87715000000001,39.25888,76160000000.0
27099,-5.876651999999996,39.259156,76160000000.0
27328,-5.876609000000002,39.258333,76160000000.0
27336,-5.876957999999994,39.25838,76160000000.0
27445,-5.877453,39.258167,76160000000.0
27245,-5.875603999999998,39.258167,76160000000.0
27246,-5.875603999999998,39.258167,76160000000.0
27255,-5.875603999999998,39.258167,76160000000.0
27262,-5.875603999999998,39.258167,76160000000.0
27303,-5.875608999999994,39.258395,76160000000.0
27319,-5.87611,39.25857,76160000000.0
27334,-5.876202000000004,39.258026,76160000000.0
27294,-5.875847000000004,39.259163,76160000000.0
27343,-5.875826999999998,39.258823,76160000000.0
27340,-5.875711999999992,39.258791,76160000000.0
27339,-5.875569,39.258929,76160000000.0
27338,-5.875530000000008,39.258967,76160000000.0
27046,-5.877155999999996,39.25757,76160000000.0
27412,-5.874032999999992,39.25816,76160000000.0
27398,-5.874320999999992,39.258225,76160000000.0
27419,-5.873564999999994,39.258272,76160000000.0
27480,-5.873628000000006,39.258383,76160000000.0
27507,-5.874091000000004,39.258401,76160000000.0
27381,-5.873594,39.258539,76160000000.0
27420,-5.874271999999996,39.25857,76160000000.0
27424,-5.873960999999998,39.258589,76160000000.0
27382,-5.873554000000006,39.258635,76160000000.0
27510,-5.874469000000008,39.258718,76160000000.0
27393,-5.873537000000002,39.258769,76160000000.0
27407,-5.874217999999992,39.258821,76160000000.0
27428,-5.873910000000002,39.258842,76160000000.0
27509,-5.874342999999994,39.258862,76160000000.0
27413,-5.873266000000006,39.258119,76160000000.0
27484,-5.87300999999999,39.259112,76160000000.0
27390,-5.873630000000008,39.259045,76160000000.0
27273,-5.875739999999994,39.256544,76160000000.0
28278,-5.887955999999996,39.236715,76160000000.0
28211,-5.889371000000002,39.2525,76160000000.0
28208,-5.889005000000006,39.252519,76160000000.0
28205,-5.888775,39.252863,76160000000.0
28255,-5.886017000000002,39.250797,76160000000.0
28352,-5.885403,39.253333,76160000000.0
28351,-5.885332000000004,39.253097,76160000000.0
28435,-5.885552999999994,39.25405500000001,76160000000.0
28442,-5.885394000000004,39.253738,76160000000.0
28339,-5.882576,39.247292,76160000000.0
28340,-5.882124000000004,39.247386,76160000000.0
28317,-5.882115000000006,39.251014,76160000000.0
28392,-5.883136000000002,39.247604,76160000000.0
28240,-5.889649000000004,39.251134,76160000000.0
28242,-5.889112000000008,39.251025000000006,76160000000.0
28241,-5.889061999999996,39.251213,76160000000.0
28244,-5.888468000000002,39.250037,76160000000.0
28589,-5.891868999999994,39.253191,76160000000.0
28230,-5.891294999999996,39.251889,76160000000.0
28314,-5.882284,39.251236,76160000000.0
28311,-5.883307999999998,39.251254,76160000000.0
28310,-5.883213999999994,39.251262,76160000000.0
28307,-5.883065999999994,39.251294,76160000000.0
28313,-5.882481000000008,39.251311,76160000000.0
28306,-5.883342000000004,39.251362,76160000000.0
28290,-5.881962999999994,39.251602,76160000000.0
28295,-5.882863000000008,39.251615,76160000000.0
28342,-5.882162000000006,39.251646,76160000000.0
28343,-5.882580999999996,39.251811,76160000000.0
28291,-5.882287,39.251849,76160000000.0
28324,-5.883809999999998,39.251856,76160000000.0
28298,-5.882676999999992,39.251964,76160000000.0
28323,-5.883864000000006,39.251998,76160000000.0
28305,-5.883623999999994,39.252016,76160000000.0
28302,-5.882738000000004,39.252028,76160000000.0
28329,-5.883816000000008,39.252044,76160000000.0
28304,-5.883177999999996,39.25217,76160000000.0
28297,-5.882634999999994,39.252203,76160000000.0
28296,-5.882848000000006,39.252267,76160000000.0
28299,-5.882678000000002,39.252317,76160000000.0
28327,-5.883561000000004,39.252456,76160000000.0
28301,-5.883077000000006,39.252547,76160000000.0
28325,-5.883908999999996,39.252622,76160000000.0
28303,-5.883154000000004,39.252661,76160000000.0
28287,-5.882669000000004,39.252764,76160000000.0
28341,-5.883205999999994,39.252821,76160000000.0
28284,-5.882977999999992,39.25292900000001,76160000000.0
28285,-5.882926000000008,39.253022,76160000000.0
28335,-5.884402000000006,39.253091,76160000000.0
28286,-5.882953999999994,39.253193,76160000000.0
28353,-5.885159,39.253225,76160000000.0
28332,-5.88447700000001,39.253226,76160000000.0
28336,-5.884876000000002,39.253251,76160000000.0
28300,-5.883382000000006,39.253268,76160000000.0
28282,-5.883012000000004,39.253298,76160000000.0
28330,-5.884497999999996,39.253351,76160000000.0
28334,-5.884278000000008,39.253464,76160000000.0
28283,-5.883036999999996,39.253644,76160000000.0
28444,-5.88515100000001,39.253932,76160000000.0
28515,-5.883227999999992,39.253654,76160000000.0
28187,-5.886133000000004,39.253268,76160000000.0
28189,-5.886684000000004,39.253346,76160000000.0
28441,-5.885948000000004,39.253594,76160000000.0
28524,-5.887114999999994,39.255205,76160000000.0
28569,-5.887342999999996,39.25448800000001,76160000000.0
28555,-5.889259999999992,39.253412,76160000000.0
28547,-5.888797000000008,39.254124,76160000000.0
28502,-5.882507999999996,39.254229,76160000000.0
28504,-5.882927,39.255606,76160000000.0
28505,-5.882839999999996,39.25485,76160000000.0
28506,-5.882834999999996,39.254777,76160000000.0
28507,-5.883060999999994,39.255127,76160000000.0
28508,-5.882880000000002,39.255137,76160000000.0
28509,-5.883081000000002,39.255135,76160000000.0
28510,-5.883144999999996,39.255162,76160000000.0
28512,-5.883328,39.254954,76160000000.0
28513,-5.882898999999996,39.254217,76160000000.0
28514,-5.882676999999996,39.254206,76160000000.0
28519,-5.887403999999996,39.255373,76160000000.0
28523,-5.887299999999996,39.255325,76160000000.0
28530,-5.887199000000006,39.256217,76160000000.0
28419,-5.884422000000002,39.263556,76160000000.0
28415,-5.884086999999996,39.263116,76160000000.0
28414,-5.884066000000006,39.26317,76160000000.0
28470,-5.880888999999998,39.256018,76160000000.0
28772,-5.903999000000008,39.251173,76160000000.0
28734,-5.898314000000002,39.252489,76160000000.0
28728,-5.894756000000004,39.252468,76160000000.0
28836,-5.899383000000002,39.252261,76160000000.0
28838,-5.899526999999996,39.252374,76160000000.0
28839,-5.899799999999992,39.25231,76160000000.0
28871,-5.903410000000002,39.251735,76160000000.0
28807,-5.904013999999998,39.252327,76160000000.0
28808,-5.903897999999998,39.25206200000001,76160000000.0
28809,-5.903959999999994,39.25208,76160000000.0
28810,-5.903686999999996,39.252683,76160000000.0
28860,-5.904173999999996,39.252529,76160000000.0
28869,-5.904198000000008,39.251967,76160000000.0
28830,-5.895001000000004,39.253162,76160000000.0
28831,-5.893036000000008,39.252919,76160000000.0
28832,-5.895583999999994,39.252937,76160000000.0
28833,-5.896089000000004,39.252935,76160000000.0
28837,-5.899840000000002,39.252663,76160000000.0
28888,-5.899620000000002,39.252578,76160000000.0
28846,-5.907602999999994,39.254091,76160000000.0
28797,-5.904803,39.25375,76160000000.0
28801,-5.904401,39.253785,76160000000.0
28802,-5.904485,39.253682,76160000000.0
28803,-5.904605999999998,39.253653,76160000000.0
28804,-5.904521000000004,39.25394,76160000000.0
28805,-5.904635999999996,39.254317,76160000000.0
28806,-5.904419000000006,39.254111,76160000000.0
28811,-5.900145000000006,39.254011,76160000000.0
28812,-5.900133000000002,39.254218,76160000000.0
28813,-5.900066999999996,39.254216,76160000000.0
28814,-5.900748000000006,39.25369,76160000000.0
28815,-5.900654,39.254004,76160000000.0
28816,-5.900667000000006,39.254164,76160000000.0
28817,-5.900633000000008,39.254348,76160000000.0
28818,-5.900646999999998,39.254101000000006,76160000000.0
28821,-5.901315,39.25338,76160000000.0
28822,-5.901277999999996,39.253387,76160000000.0
28827,-5.901952999999994,39.253819,76160000000.0
28828,-5.902637999999994,39.253147000000006,76160000000.0
28829,-5.902029999999996,39.253832,76160000000.0
28834,-5.896207999999992,39.253383,76160000000.0
28835,-5.897548000000008,39.25303,76160000000.0
28850,-5.906895999999996,39.25431300000001,76160000000.0
28861,-5.904903000000004,39.253095,76160000000.0
28884,-5.897743999999996,39.253047,76160000000.0
28798,-5.907080000000006,39.25443,76160000000.0
28799,-5.906864,39.255183,76160000000.0
28800,-5.905530000000002,39.254812,76160000000.0
28841,-5.907093999999994,39.254784,76160000000.0
28651,-5.896674999999996,39.256544,76160000000.0
28655,-5.897505000000002,39.25669700000001,76160000000.0
28652,-5.897435,39.25675,76160000000.0
28654,-5.897278999999994,39.25692,76160000000.0
28648,-5.896703000000004,39.256935,76160000000.0
28647,-5.897112999999996,39.256942,76160000000.0
28649,-5.896797999999992,39.256957,76160000000.0
28650,-5.896686999999996,39.256969,76160000000.0
28653,-5.897198000000002,39.257046,76160000000.0
28646,-5.897045000000002,39.257235,76160000000.0
28645,-5.897060000000006,39.257382,76160000000.0
28644,-5.897285000000002,39.257442,76160000000.0
28641,-5.896829999999996,39.257472,76160000000.0
28640,-5.896852999999992,39.257473,76160000000.0
28660,-5.898238999999998,39.257503,76160000000.0
28642,-5.897136000000006,39.257503,76160000000.0
28639,-5.896803999999998,39.257534,76160000000.0
28643,-5.897303,39.257598,76160000000.0
28634,-5.896845999999994,39.25766,76160000000.0
28635,-5.896722000000004,39.257671,76160000000.0
28637,-5.896698999999994,39.257685,76160000000.0
28633,-5.896777,39.257697,76160000000.0
28665,-5.897676999999996,39.25739000000001,76160000000.0
28667,-5.897747000000008,39.256415,76160000000.0
28669,-5.898481999999998,39.256687,76160000000.0
28670,-5.898618000000004,39.25668,76160000000.0
28671,-5.898852999999996,39.256586,76160000000.0
28672,-5.898916999999996,39.256748,76160000000.0
28682,-5.899895999999996,39.256998,76160000000.0
28664,-5.897475000000002,39.25776,76160000000.0
28627,-5.897382000000008,39.258471,76160000000.0
28626,-5.897330000000008,39.258364,76160000000.0
28662,-5.897318999999994,39.257865,76160000000.0
28628,-5.897269000000002,39.25837,76160000000.0
28663,-5.897237999999998,39.257917,76160000000.0
28630,-5.897222000000004,39.258062,76160000000.0
28629,-5.897140999999994,39.25789,76160000000.0
28624,-5.897099000000006,39.258303000000005,76160000000.0
28625,-5.897105000000004,39.258103,76160000000.0
28631,-5.896836000000006,39.25799800000001,76160000000.0
28636,-5.896788999999998,39.258098,76160000000.0
28638,-5.896764999999992,39.257827,76160000000.0
28632,-5.896623999999994,39.258118,76160000000.0
28706,-5.897821999999992,39.258,76160000000.0
29338,-5.89524,39.257934,76160000000.0
28680,-5.900312999999998,39.258391,76160000000.0
28683,-5.900269999999994,39.257958,76160000000.0
28681,-5.900193999999992,39.258145,76160000000.0
28678,-5.898826000000002,39.258622,76160000000.0
28679,-5.898765999999998,39.258568,76160000000.0
28684,-5.900332999999998,39.258056,76160000000.0
28685,-5.900662000000004,39.258866000000005,76160000000.0
28686,-5.903434000000006,39.259833,76160000000.0
28687,-5.905712999999992,39.261388,76160000000.0
28688,-5.905865000000004,39.261306,76160000000.0
28689,-5.905624999999994,39.260787,76160000000.0
28718,-5.905762999999992,39.26251,76160000000.0
28719,-5.905505000000002,39.261473,76160000000.0
28608,-5.895505999999996,39.272458,76160000000.0
28609,-5.895124999999996,39.27265,76160000000.0
28610,-5.896386999999996,39.274167,76160000000.0
28611,-5.897968000000002,39.274192,76160000000.0
28614,-5.897085000000002,39.274243,76160000000.0
28617,-5.897244000000004,39.274222,76160000000.0
28618,-5.894990000000002,39.278291,76160000000.0
28620,-5.895908000000002,39.277818,76160000000.0
28621,-5.894661000000006,39.278165,76160000000.0
28622,-5.898224000000004,39.275505,76160000000.0
28623,-5.893279000000006,39.276633,76160000000.0
9012,-5.876744999999998,39.287235,76160000000.0
9014,-5.876738999999994,39.287072,76160000000.0
9006,-5.876431000000004,39.286045,76160000000.0
9007,-5.876408,39.286063,76160000000.0
9035,-5.876370999999994,39.28678,76160000000.0
9008,-5.876225000000008,39.286344,76160000000.0
9010,-5.876195000000002,39.286316,76160000000.0
9032,-5.876808000000008,39.285454,76160000000.0
9029,-5.876655999999994,39.285705,76160000000.0
9026,-5.876579999999992,39.28545,76160000000.0
9028,-5.876490999999994,39.285001,76160000000.0
9001,-5.876466000000006,39.285809,76160000000.0
8991,-5.876450000000006,39.284526,76160000000.0
9027,-5.876316000000002,39.285834,76160000000.0
9003,-5.876131000000008,39.285681,76160000000.0
8996,-5.876086999999994,39.285214,76160000000.0
9031,-5.876064000000002,39.285806,76160000000.0
8992,-5.875792000000002,39.284199,76160000000.0
9030,-5.875702000000008,39.284971,76160000000.0
8995,-5.875603999999992,39.284711,76160000000.0
8993,-5.875483000000002,39.284398,76160000000.0
8994,-5.875472000000006,39.284646,76160000000.0
10729,-5.875415000000008,39.283485,76160000000.0
10789,-5.876245000000008,39.282184,76160000000.0
10786,-5.876245000000008,39.282184,76160000000.0
10785,-5.876245000000008,39.282184,76160000000.0
10783,-5.876245000000008,39.282184,76160000000.0
10782,-5.876245000000008,39.282184,76160000000.0
10781,-5.876245000000008,39.282184,76160000000.0
10779,-5.876245000000008,39.282184,76160000000.0
10777,-5.876245000000008,39.282184,76160000000.0
10776,-5.876245000000008,39.282184,76160000000.0
8855,-5.875189000000008,39.282184,76160000000.0
11392,-5.875189000000008,39.282184,76160000000.0
11420,-5.875189000000008,39.282184,76160000000.0
11471,-5.875189000000008,39.282184,76160000000.0
9025,-5.876093999999994,39.286712,76160000000.0
9005,-5.876062999999998,39.286167,76160000000.0
9022,-5.876006000000002,39.286775,76160000000.0
9018,-5.875914999999994,39.287273,76160000000.0
9013,-5.875852999999996,39.287276,76160000000.0
9021,-5.875786999999992,39.286709,76160000000.0
8997,-5.875725000000006,39.28616,76160000000.0
9000,-5.875689000000004,39.28659,76160000000.0
9004,-5.875599999999994,39.286186,76160000000.0
8998,-5.87558,39.286404,76160000000.0
11015,-5.875563999999994,39.286637000000006,76160000000.0
11035,-5.875656999999994,39.28732,76160000000.0
9409,-5.877372999999998,39.281386,76160000000.0
9410,-5.87725899999999,39.281441,76160000000.0
9411,-5.877251999999998,39.281515,76160000000.0
9412,-5.877238999999998,39.281521,76160000000.0
9415,-5.877049000000004,39.281555,76160000000.0
8922,-5.877330999999996,39.283336,76160000000.0
8886,-5.876728999999996,39.282958,76160000000.0
8951,-5.877426999999992,39.283017,76160000000.0
8952,-5.877415999999998,39.282922,76160000000.0
8953,-5.877094000000008,39.283062,76160000000.0
8954,-5.877158000000002,39.283034,76160000000.0
8984,-5.876806000000006,39.282815,76160000000.0
8956,-5.877264000000002,39.283814,76160000000.0
8945,-5.877236999999996,39.283866,76160000000.0
8962,-5.877052000000006,39.284743,76160000000.0
8969,-5.876987999999998,39.285007,76160000000.0
8968,-5.876879999999996,39.285145,76160000000.0
8970,-5.876842000000006,39.285216,76160000000.0
8990,-5.876856000000008,39.28401,76160000000.0
8972,-5.876561999999992,39.284967,76160000000.0
8974,-5.876541999999998,39.28472,76160000000.0
8981,-5.876443999999992,39.284797,76160000000.0
8982,-5.875625999999992,39.284024,76160000000.0
8983,-5.875297000000002,39.284084,76160000000.0
8985,-5.875278999999996,39.284342,76160000000.0
8986,-5.876083999999992,39.286983000000006,76160000000.0
8987,-5.875765000000008,39.284058,76160000000.0
8989,-5.876543000000004,39.284149,76160000000.0
9104,-5.878069000000002,39.28884,76160000000.0
9103,-5.878030000000002,39.28878,76160000000.0
14789,-5.877794000000004,39.288515,76160000000.0
9121,-5.877651999999994,39.288168,76160000000.0
9119,-5.877571000000002,39.288501,76160000000.0
9122,-5.877528000000006,39.288052,76160000000.0
9118,-5.877310999999998,39.288434,76160000000.0
9120,-5.877278000000008,39.288118,76160000000.0
9126,-5.877257000000006,39.28891,76160000000.0
16289,-5.877051999999996,39.289446,76160000000.0
16345,-5.877033999999998,39.289392,76160000000.0
9116,-5.877483000000002,39.286561,76160000000.0
9060,-5.877183999999994,39.287033,76160000000.0
9063,-5.877328999999994,39.285904,76160000000.0
9130,-5.878301000000004,39.288137,76160000000.0
15027,-5.879890000000006,39.288276,76160000000.0
9079,-5.878295000000002,39.287525,76160000000.0
9098,-5.878182000000002,39.287072,76160000000.0
9094,-5.878127999999994,39.287512,76160000000.0
9093,-5.878010999999994,39.287508,76160000000.0
9123,-5.877567,39.287724,76160000000.0
9046,-5.878476999999992,39.28633200000001,76160000000.0
9047,-5.878374000000002,39.286343,76160000000.0
9087,-5.878356999999996,39.286356,76160000000.0
9048,-5.878217999999994,39.286087,76160000000.0
9067,-5.877841999999996,39.285605,76160000000.0
9072,-5.877813999999994,39.285833,76160000000.0
9064,-5.877686999999992,39.285598,76160000000.0
9065,-5.877529999999996,39.285357,76160000000.0
9176,-5.879527999999992,39.28643,76160000000.0
8889,-5.878564999999994,39.284804,76160000000.0
8890,-5.878293999999992,39.284407,76160000000.0
8899,-5.878286000000002,39.283852,76160000000.0
8947,-5.877781999999998,39.284765,76160000000.0
8961,-5.877408000000002,39.284918,76160000000.0
8946,-5.877297999999992,39.284148,76160000000.0
8964,-5.877184999999996,39.285143,76160000000.0
8965,-5.877173000000008,39.28513,76160000000.0
8963,-5.877121000000002,39.285007,76160000000.0
9201,-5.881210999999996,39.282697,76160000000.0
9149,-5.881148999999996,39.282525,76160000000.0
9151,-5.881132999999998,39.282548,76160000000.0
9150,-5.881011999999992,39.282623,76160000000.0
9145,-5.880929000000006,39.282324,76160000000.0
9213,-5.880865000000008,39.28256,76160000000.0
9144,-5.880862,39.282364,76160000000.0
9167,-5.880838999999992,39.282713,76160000000.0
9189,-5.880837000000002,39.282677,76160000000.0
9156,-5.880795000000004,39.282571,76160000000.0
9207,-5.880787000000002,39.282456,76160000000.0
9147,-5.880743000000004,39.28251900000001,76160000000.0
9142,-5.880728999999994,39.282506,76160000000.0
9143,-5.880635999999994,39.282581,76160000000.0
9139,-5.880424000000006,39.282399,76160000000.0
9140,-5.880348000000002,39.282494,76160000000.0
9136,-5.880248999999998,39.281865,76160000000.0
9137,-5.880214000000002,39.282133,76160000000.0
9195,-5.880176999999996,39.282246,76160000000.0
9138,-5.880118999999992,39.28191000000001,76160000000.0
9193,-5.880009999999996,39.282353,76160000000.0
9212,-5.879955999999996,39.282613,76160000000.0
9178,-5.879976000000002,39.282759,76160000000.0
9284,-5.879371999999998,39.282885,76160000000.0
9271,-5.879695999999992,39.282925,76160000000.0
9173,-5.879878999999992,39.282963,76160000000.0
9269,-5.879747999999994,39.282973,76160000000.0
9270,-5.879707000000002,39.282998,76160000000.0
9172,-5.880030999999994,39.283021,76160000000.0
9163,-5.881799999999996,39.283258,76160000000.0
9162,-5.881515999999992,39.283645,76160000000.0
9161,-5.881458999999996,39.283796,76160000000.0
9155,-5.881417000000008,39.282818,76160000000.0
9159,-5.881379999999992,39.282913,76160000000.0
9160,-5.881261999999998,39.283891,76160000000.0
9153,-5.881056000000004,39.28308100000001,76160000000.0
9154,-5.880901,39.283007,76160000000.0
9187,-5.880871999999998,39.282996,76160000000.0
9188,-5.880773,39.283144,76160000000.0
9146,-5.880728,39.282866,76160000000.0
9198,-5.880717000000004,39.28319,76160000000.0
9157,-5.880707000000004,39.282866,76160000000.0
9196,-5.880626000000002,39.282995,76160000000.0
9179,-5.880590999999998,39.28282,76160000000.0
9194,-5.880583000000004,39.283164,76160000000.0
9190,-5.880578000000004,39.28307,76160000000.0
9183,-5.880555999999992,39.283128000000005,76160000000.0
9182,-5.880489999999996,39.283294,76160000000.0
9191,-5.880493,39.283139,76160000000.0
9165,-5.880460000000006,39.283115,76160000000.0
9141,-5.880462999999996,39.282791,76160000000.0
9181,-5.880430000000004,39.283483,76160000000.0
9168,-5.880372000000004,39.283903,76160000000.0
9170,-5.880351,39.283133,76160000000.0
9186,-5.880344999999992,39.283312,76160000000.0
9171,-5.880341999999992,39.282811,76160000000.0
9180,-5.880344999999994,39.28286,76160000000.0
9199,-5.880771000000006,39.283897,76160000000.0
9200,-5.880675999999994,39.283422,76160000000.0
9203,-5.880651000000004,39.283322,76160000000.0
9204,-5.881030999999996,39.28311,76160000000.0
9208,-5.880244,39.283714,76160000000.0
8838,-5.879331999999994,39.283157,76160000000.0
9467,-5.879596000000002,39.283157,76160000000.0
9268,-5.879716000000008,39.283157,76160000000.0
9217,-5.879486000000004,39.283193,76160000000.0
9317,-5.87973200000001,39.283268,76160000000.0
9316,-5.879418000000008,39.283276,76160000000.0
9266,-5.879764,39.283343,76160000000.0
